file,main_label,sub_label,label_path,primary_category,tags,label_source,scale,distribution,density,blend_mode,confidence,enabled,review_status,coverage,bright_coverage,edge_bias,anisotropy,edge_density,coarse_ratio,component_density,largest_component
137.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.343976,0.007695,2.0176,0.0567,0.209674,0.4811,7589.29,0.3373
138.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.233810,0.017969,0.7732,0.0292,0.254299,0.1893,15619.96,0.1791
139.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,medium,screen,0.97,1,manual_visual,0.035050,0.010844,0.5686,0.0371,0.046760,0.0884,4826.70,0.0193
140.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.194009,0.007607,0.6419,0.0657,0.260808,0.1318,26996.95,0.0149
141.jpg,structure,tear_missing,structure--tear_missing,tear_missing,edge_wear;tear_missing,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.234756,0.114968,1.0428,0.0572,0.180698,0.5245,10834.96,0.4550
142.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.158271,0.015306,0.7526,0.0627,0.220254,0.1312,22403.29,0.0429
143.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.207240,0.002140,0.8228,0.0974,0.295571,0.1373,27272.22,0.0330
144.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,medium,screen,0.97,1,manual_visual,0.046100,0.001781,1.1613,0.0166,0.132636,0.0244,7881.60,0.0058
145.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.080481,0.009360,0.7597,0.0379,0.145803,0.0742,11901.86,0.0177
146.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.241040,0.023440,1.8954,0.0666,0.283184,0.2500,22810.18,0.1565
147.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.159312,0.006592,1.1401,0.0723,0.189136,0.1718,11752.93,0.0247
148.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.087807,0.008804,1.5491,0.0224,0.119668,0.3850,8840.75,0.3091
149.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.066590,0.013670,0.3248,0.0690,0.071310,0.1965,5360.74,0.0908
150.jpg,reject,reject,reject--reject,reject,reject,manual_visual,fine,sparse,sparse,multiply,0.97,0,manual_visual,0.003976,0.000113,0.6330,0.0339,0.012105,0.1489,742.19,0.0662
151.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.123944,0.009585,0.5062,0.0209,0.160240,0.2206,11943.60,0.1613
152.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.002973,0.000148,0.2644,0.0275,0.008398,0.0472,633.68,0.0308
153.jpg,structure,fold,structure--fold,fold,fold;surface_wear,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.070207,0.000394,0.1749,0.0737,0.126130,0.2938,9028.21,0.0139
154.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.109102,0.008267,1.4697,0.0206,0.191150,0.1098,14679.37,0.0773
155.jpg,area,surface_wear,area--surface_wear,surface_wear,scratch;surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.115066,0.041943,1.1893,0.0861,0.077886,0.2793,3178.71,0.1718
156.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.198668,0.008263,0.5151,0.0054,0.229913,0.2089,17393.02,0.0617
157.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.058016,0.005984,1.3062,0.0307,0.103865,0.0519,9648.44,0.0055
158.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.455321,0.007467,1.6630,0.0844,0.291981,0.5009,17388.59,0.1770
159.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.122113,0.003551,1.5257,0.0419,0.159062,0.3067,11471.35,0.0537
160.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,medium,screen,0.97,1,manual_visual,0.038164,0.006804,0.4704,0.0143,0.071272,0.0544,8063.96,0.0056
161.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.227569,0.003277,0.3600,0.0569,0.228299,0.3705,18342.01,0.0963
162.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,medium,screen,0.97,1,manual_visual,0.052441,0.001839,1.3463,0.0727,0.136286,0.0484,9256.58,0.0048
163.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.002804,0.000234,1.1355,0.0087,0.009288,0.0178,794.27,0.0266
164.jpg,area,stain,area--stain,stain,mold;stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.073901,0.013391,0.7533,0.0578,0.105498,0.1414,10295.41,0.0551
165.jpg,area,stain,area--stain,stain,stain;surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.151337,0.022951,0.5592,0.0567,0.133186,0.4355,8802.08,0.3076
166.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.164974,0.010077,1.3644,0.0214,0.243618,0.1196,20784.96,0.0372
167.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.274419,0.066617,1.3324,0.0162,0.229636,0.4747,12988.28,0.4363
168.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.006096,0.001277,0.8309,0.0386,0.012173,0.0251,947.27,0.0392
169.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,medium,screen,0.97,1,manual_visual,0.062615,0.000731,0.5615,0.0275,0.141813,0.0963,7525.87,0.0047
170.jpg,structure,tear_missing,structure--tear_missing,tear_missing,edge_wear;stain;surface_wear;tear_missing,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.229886,0.045372,2.1943,0.0312,0.167280,0.6528,8397.20,0.4724
171.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.082322,0.021702,0.7171,0.1050,0.094958,0.2316,8046.88,0.1534
172.jpg,detail,dust,detail--dust,dust,dust;surface_wear,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.022565,0.000773,0.3508,0.0529,0.065703,0.0895,4652.78,0.0105
173.jpg,structure,fold,structure--fold,fold,fold;surface_wear,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.054870,0.001016,0.0119,0.1097,0.058872,0.5037,3745.66,0.1107
174.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear,manual_visual,fine,edge,medium,multiply,0.97,1,manual_visual,0.118203,0.016133,57.3001,0.0350,0.059147,0.8666,2656.25,0.5101
175.jpg,structure,fold,structure--fold,fold,fold;surface_wear,manual_visual,linear,directional,dense,screen,0.97,1,manual_visual,0.161464,0.031572,1.2300,0.1699,0.121714,0.5090,6868.41,0.6715
176.jpg,structure,fold,structure--fold,fold,fold;surface_wear,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.114258,0.011181,1.1786,0.1017,0.131050,0.3433,7560.76,0.0974
177.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.230522,0.013367,0.7962,0.0117,0.185010,0.3393,13134.77,0.1147
178.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.180012,0.011851,0.6446,0.1193,0.131523,0.4643,5612.79,0.1605
179.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,medium,screen,0.97,1,manual_visual,0.036608,0.002907,0.8554,0.0242,0.092598,0.0257,8027.73,0.0085
180.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.095799,0.011358,1.0415,0.0197,0.179060,0.0303,16500.84,0.0066
181.jpg,detail,scratch,detail--scratch,scratch,scratch,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.051104,0.003583,0.2384,0.1506,0.099057,0.1563,7525.71,0.0272
182.jpg,area,mold,area--mold,mold,mold;stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.416248,0.066907,1.2105,0.0846,0.286050,0.3636,13542.48,0.1739
183.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.006023,0.001537,1.8704,0.0080,0.009518,0.0392,998.98,0.1627
184.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.150570,0.026745,1.1430,0.0173,0.153379,0.2375,10680.34,0.0501
185.jpg,detail,crack,detail--crack,crack,crack,manual_visual,linear,directional,sparse,screen,0.97,1,manual_visual,0.018213,0.005225,1.0677,0.1155,0.026599,0.0786,2502.44,0.0711
186.jpg,area,surface_wear,area--surface_wear,surface_wear,stain;surface_wear,manual_visual,linear,directional,medium,multiply,0.97,1,manual_visual,0.093369,0.022737,1.0257,0.1606,0.080327,0.4476,4614.26,0.4482
187.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.059474,0.007542,1.0740,0.0181,0.114429,0.0800,11555.17,0.0321
188.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.008349,0.000237,0.7681,0.0279,0.023025,0.0388,1841.27,0.0215
189.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.064341,0.003919,0.3384,0.0270,0.111922,0.1356,10988.73,0.0104
190.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,linear,directional,dense,multiply,0.97,1,manual_visual,0.242927,0.012371,0.7473,0.1331,0.191626,0.4653,8337.40,0.1983
191.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.494367,0.053859,0.9828,0.0391,0.348326,0.1245,25557.32,0.1036
192.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.137183,0.020807,0.8266,0.0147,0.107884,0.4594,4622.80,0.2460
193.jpg,area,mold,area--mold,mold,mold;stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.255736,0.089782,1.7962,0.0078,0.180840,0.3287,7887.37,0.2003
194.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;stain;surface_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.293168,0.053212,2.4065,0.0375,0.209679,0.4845,12000.87,0.5556
195.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,sparse,medium,multiply,0.97,1,manual_visual,0.030751,0.000460,0.3289,0.0562,0.065421,0.2385,4596.35,0.0537
196.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.064871,0.000858,1.4377,0.0166,0.138370,0.1703,9086.36,0.1210
197.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.131230,0.019775,1.0409,0.0149,0.167049,0.2685,12177.78,0.1167
198.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.147346,0.009025,0.8108,0.0409,0.221762,0.0956,23734.14,0.0094
199.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.051477,0.003484,0.8976,0.0700,0.091309,0.0656,6333.01,0.0089
200.jpg,area,surface_wear,area--surface_wear,surface_wear,edge_wear;surface_wear,manual_visual,fine,sparse,sparse,multiply,0.97,1,manual_visual,0.026437,0.000347,1.1162,0.0517,0.076042,0.1226,3984.38,0.0338
201.jpg,structure,tear_missing,structure--tear_missing,tear_missing,edge_wear;stain;tear_missing,manual_visual,fine,edge,medium,multiply,0.97,1,manual_visual,0.125166,0.016660,0.5839,0.0259,0.127549,0.3690,9404.30,0.5159
202.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,medium,screen,0.97,1,manual_visual,0.032718,0.001960,0.8251,0.0089,0.095652,0.0203,6158.66,0.0094
203.jpg,reject,reject,reject--reject,reject,reject,manual_visual,fine,sparse,sparse,multiply,0.97,0,manual_visual,0.003070,0.000081,1.0596,0.0272,0.010179,0.0099,911.46,0.0156
204.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,medium,screen,0.97,1,manual_visual,0.078180,0.003019,1.4815,0.0217,0.139691,0.1535,9931.32,0.0162
205.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.066999,0.007908,1.0309,0.0362,0.128864,0.0683,12326.39,0.0320
206.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,linear,directional,dense,multiply,0.97,1,manual_visual,0.220206,0.004341,0.4828,0.1276,0.264845,0.2562,19519.23,0.0764
207.jpg,area,mold,area--mold,mold,mold;stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.084897,0.013394,1.1194,0.0250,0.110063,0.1622,9458.01,0.0258
208.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;stain;surface_wear,manual_visual,fine,edge,medium,multiply,0.97,1,manual_visual,0.129477,0.051036,1.8993,0.0209,0.091459,0.5578,3555.13,0.4221
209.jpg,detail,scratch,detail--scratch,scratch,scratch,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.066228,0.013357,0.7600,0.1266,0.089841,0.1020,7927.25,0.0292
210.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.123972,0.015537,0.9405,0.0062,0.171733,0.2213,17617.19,0.1638
211.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,dense,screen,0.97,1,manual_visual,0.277850,0.003829,0.8903,0.0163,0.329347,0.0342,35883.84,0.0019
212.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,medium,screen,0.97,1,manual_visual,0.042886,0.012483,0.6922,0.0768,0.065942,0.0472,7370.61,0.0095
213.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.012681,0.001626,1.3211,0.0581,0.033775,0.0295,2893.17,0.0243
214.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,medium,screen,0.97,1,manual_visual,0.141107,0.003942,1.1858,0.0065,0.258339,0.0683,20671.24,0.0043
215.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.028701,0.007954,0.6944,0.0684,0.036619,0.0647,3076.17,0.0126
216.jpg,area,mold,area--mold,mold,mold;stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.251670,0.015884,0.9515,0.0040,0.257188,0.1603,18950.20,0.0277
217.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.160096,0.009470,0.9236,0.0091,0.227149,0.0848,16516.07,0.0180
218.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.201074,0.026826,1.8367,0.0260,0.217503,0.3741,17395.83,0.2348
219.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.011443,0.004036,0.6701,0.0472,0.015752,0.0429,1823.73,0.0156
220.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,medium,screen,0.97,1,manual_visual,0.109319,0.009395,0.8979,0.0452,0.181610,0.0928,16286.69,0.0102
221.jpg,structure,tear_missing,structure--tear_missing,tear_missing,edge_wear;stain;tear_missing,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.249796,0.143043,1406.9837,0.1110,0.127474,0.8592,2539.06,0.5100
222.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,fine,edge,medium,multiply,0.97,1,manual_visual,0.053008,0.000868,0.8783,0.0675,0.107383,0.2443,7204.86,0.1141
223.jpg,area,mold,area--mold,mold,mold,manual_visual,linear,directional,medium,multiply,0.97,1,manual_visual,0.106131,0.006035,1.2473,0.1221,0.161622,0.1685,14454.51,0.0347
224.jpg,area,stain,area--stain,stain,stain,manual_visual,linear,directional,medium,multiply,0.97,1,manual_visual,0.036601,0.005475,0.1526,0.1543,0.066281,0.1232,6539.35,0.0312
225.jpg,area,mold,area--mold,mold,mold,manual_visual,linear,directional,medium,multiply,0.97,1,manual_visual,0.098647,0.023276,1.2005,0.1243,0.125032,0.0828,11901.86,0.0133
226.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.090122,0.004841,1.2275,0.0741,0.133376,0.1217,7224.12,0.0263
227.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.014792,0.001324,1.1059,0.0305,0.027313,0.1537,1671.01,0.1713
228.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.196377,0.005104,0.4674,0.0600,0.254370,0.1361,23805.94,0.0084
229.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.355562,0.034584,1.2628,0.0767,0.262910,0.4320,11709.60,0.2865
230.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.060742,0.014260,1.2438,0.0391,0.057146,0.3455,3918.46,0.3457
231.jpg,area,mold,area--mold,mold,mold;stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.183879,0.006799,0.8561,0.0087,0.205278,0.1684,14365.16,0.0426
232.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.100317,0.016318,0.9660,0.0180,0.135129,0.1594,11884.77,0.0690
233.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear;surface_wear,manual_visual,linear,edge,medium,multiply,0.97,1,manual_visual,0.141667,0.047322,4.7377,0.3145,0.107869,0.7880,3342.01,0.5577
234.jpg,area,mold,area--mold,mold,mold,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.373423,0.003813,1.3143,0.0805,0.310388,0.3083,20686.04,0.1088
235.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.017118,0.000395,0.4088,0.0551,0.052027,0.0928,3276.91,0.0102
236.jpg,structure,edge_wear,structure--edge_wear,edge_wear,edge_wear,manual_visual,fine,edge,dense,multiply,0.97,1,manual_visual,0.211059,0.014384,1.6880,0.0071,0.253264,0.2498,20926.08,0.1137
237.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,medium,multiply,0.97,1,manual_visual,0.081571,0.004944,0.0886,0.0824,0.098414,0.3453,7579.64,0.1497
238.jpg,area,mold,area--mold,mold,mold;stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.153120,0.016011,1.1483,0.0344,0.169260,0.2167,12336.43,0.0561
239.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.231292,0.002178,1.0726,0.0141,0.219575,0.2999,9692.38,0.0280
240.jpg,detail,crack,detail--crack,crack,crack,manual_visual,linear,directional,sparse,screen,0.97,1,manual_visual,0.012114,0.002189,0.2257,0.0569,0.018874,0.0504,1654.12,0.0429
241.jpg,area,surface_wear,area--surface_wear,surface_wear,surface_wear,manual_visual,fine,diffuse,dense,multiply,0.97,1,manual_visual,0.289374,0.008963,0.8847,0.0198,0.291813,0.1294,25071.19,0.0247
242.jpg,structure,fold,structure--fold,fold,fold;surface_wear,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.051016,0.005612,0.4789,0.2442,0.071585,0.1106,5451.56,0.0210
243.jpg,detail,scratch,detail--scratch,scratch,scratch;surface_wear,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.138284,0.036116,0.9531,0.1141,0.171643,0.0426,18215.33,0.0132
244.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,sparse,sparse,screen,0.97,1,manual_visual,0.026949,0.002283,1.0485,0.0310,0.066098,0.0605,5529.51,0.0607
245.jpg,detail,dust,detail--dust,dust,dust,manual_visual,fine,diffuse,medium,screen,0.97,1,manual_visual,0.055002,0.002907,0.9351,0.0074,0.128719,0.0759,9836.24,0.0213
246.jpg,detail,scratch,detail--scratch,scratch,scratch,manual_visual,linear,directional,medium,screen,0.97,1,manual_visual,0.074865,0.020924,0.8955,0.1661,0.096601,0.0646,7457.55,0.0284
247.jpg,reject,reject,reject--reject,reject,reject,manual_visual,fine,sparse,sparse,multiply,0.97,0,manual_visual,0.002830,0.000013,0.0866,0.0200,0.008234,0.1354,473.09,0.0635
248.jpg,structure,fold,structure--fold,fold,fold;scratch;surface_wear,manual_visual,linear,edge,dense,screen,0.97,1,manual_visual,0.151061,0.004642,2.4055,0.1068,0.238021,0.2923,14667.97,0.2906
249.jpg,area,stain,area--stain,stain,stain,manual_visual,fine,sparse,sparse,multiply,0.97,1,manual_visual,0.014351,0.000154,0.0875,0.0475,0.029334,0.3789,1477.27,0.2387
250.jpg,detail,dust,detail--dust,dust,dust,manual_visual,multi_scale,sparse,sparse,screen,0.97,1,manual_visual,0.027378,0.010425,0.1596,0.1043,0.027102,0.1843,2062.99,0.1232
