"seq","origin_filename","source_id","filename","dataset_kind","provider","source_url","license","rights_url","sha256","origin_sha256","width","height","content_type","color_mode","quality_label","split","source_path"
"0604","photo-0290.png","photo-0290","0604.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","2bc597dd8d7d2183c8668ba83450d3b7aeca3909746cabb488b79b22565a435e","2be50b918104b00cd94008db99d309c92de137817a1d68aafa5bd387af068b6d","2192","1602","outdoor_scene","RGB","existing_damage","train","images/0604.png"
"0605","photo-0291.png","photo-0291","0605.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","4f518dadb1cd6bb2ea18cfb5238db6cbc1bfbcc277330b45708dfe5717fb9120","d4bf0ddd90d659a41bab6a81545b2a9573de547ab75a419c3dbcf82bfd70e9a0","1668","2166","outdoor_scene","RGB","existing_damage","train","images/0605.png"
"0606","photo-0292.png","photo-0292","0606.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","e72f30b9ff2e1932b9e06dad56cbdd2a70b27d95042633d239949629391342c3","5f6e9f9cfeb27b0c6f868bd2c41bbf244ff1d71c5f67c14d169e5519a1b05575","1637","2151","outdoor_scene","RGB","existing_damage","train","images/0606.png"
"0607","photo-0293.png","photo-0293","0607.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","049f1f25f4d82997f46e5aba427109f614d23bd0f870e0fbbcb6d9853a08b9a6","3242e7daec40770b8cfab10a727690d8b47d9dc76f08227a2832188d77398dfb","2435","2379","outdoor_scene","RGB","existing_damage","train","images/0607.png"
"0608","photo-0294.png","photo-0294","0608.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","2ccd7640466f04a47bf563524ce0d611253b62e70799698c58dd4979fd517881","54d4a5387708df40feaeb0959fd5f97a9243fb214cfe6882b0e6a52bf7930306","2272","1691","outdoor_scene","RGB","existing_damage","train","images/0608.png"
"0609","photo-0295.png","photo-0295","0609.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","d09b2926ffc3f8fe4273f8554b886a1c3c25b0aca0eae08f469acde0e336b3c5","948a483589c27043312ae0c14e6363161985c914d796b42eb87667ac33b4026b","2257","1707","architecture","RGB","existing_damage","train","images/0609.png"
"0610","photo-0296.png","photo-0296","0610.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","4d9cad6b6a215abf631b09342024ce8cb0d40de3d6c102fac7096c1c6e940131","239be81056a898e95b0d41d1fab392bdd0287d380b9c12bc47664c6e5b270b49","2282","1711","architecture","RGB","existing_damage","validation","images/0610.png"
"0611","photo-0297.png","photo-0297","0611.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","5bca964e67fc850bfd1251645b7123681d9f5fa92171e5076628519b2cf6c0b1","dec933190983cb3695e8dd0cb538ee300dd16cc971c347cf768c6eba38618ac9","1702","2257","architecture","RGB","existing_damage","validation","images/0611.png"
"0612","photo-0298.png","photo-0298","0612.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","10c2559f773809f298f8239bd1cca1e58c4b5898e8a48268aa4b8bd875633fa4","585059b742980fc81ebdc940acabbb37f78de789014944c4f49953dbc2a1b8df","2257","1702","architecture","RGB","existing_damage","train","images/0612.png"
"0613","photo-0299.png","photo-0299","0613.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","d8f3238fd732dc7ca3002b40abd1df987e28b7c7fc59150effc3399fe54f9d6c","2cccae6ec372ae241764e833a558682b03b422900f5269787608cd2a2de91ed0","1757","2262","architecture","RGB","existing_damage","train","images/0613.png"
"0614","photo-0300.png","photo-0300","0614.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","1011f28248beaa956eaa081e2934c5fb5018352c77a6cc160125424af78a18fe","dc5c65ae8ba7d7bc1289c6c156fbcf4042b9fd8d2f21ac8b017314f927d4641c","2257","1722","architecture","RGB","existing_damage","test","images/0614.png"
"0615","photo-0301.png","photo-0301","0615.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","f99f8f55bf5f57902345db265be60399e13ada3954c6b7de4992df7175336cde","293c0075057fc37a4e1143eef4fcd9a84702e2a2ead0fe5314bb4dfd218fbba2","1753","2247","single_portrait","RGB","existing_damage","train","images/0615.png"
"0616","photo-0302.png","photo-0302","0616.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","c80920d2e41c6f5c09aea2fdb4bc803b664993fa9910ae7e522fda0c1b509046","ac43a6cf0745c40750f22e4233b6d9e14acff780326280be57974d9edcb5ee83","2287","1584","architecture","RGB","existing_damage","test","images/0616.png"
"0617","photo-0303.png","photo-0303","0617.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","35da982001eebf48e133ec952c8e40f8da1887be04a27ca4ba2af4f15e126da9","25c5fbdbb128ecb0d5bf0d6343c895d0125bab2825a1ee1e8affa87232e1d627","1707","2252","architecture","RGB","existing_damage","train","images/0617.png"
"0618","photo-0304.png","photo-0304","0618.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","6a0d5874a4b513698dc316a4812e2f6b7b8d5d8550e57682ca5541033f63beca","9deb6fb0cb805d35f6dd4c9daada86f61273e9b54ccf081e6d21d5fc195029ac","1747","2247","architecture","RGB","existing_damage","test","images/0618.png"
"0619","photo-0305.png","photo-0305","0619.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","d5b83f485629ea0c755d2646715dd67770de802442210e51f42d93ac035bc7a9","8c63789640b8f900b3024a6c768c8828f2c4af1bd3ee8d309a56557064c16a22","1706","2267","outdoor_scene","RGB","existing_damage","train","images/0619.png"
"0620","photo-0306.png","photo-0306","0620.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","67830f3c1e7e054055ae657b45674acdf01d194e14c7605c11a9bc86e25a57be","d7763f86161f8a8eb1e65db81b4527ab329fc98947dc4cd71946ef852fa6c927","1706","2268","outdoor_scene","RGB","existing_damage","train","images/0620.png"
"0621","photo-0307.png","photo-0307","0621.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","82a91bc1fa71ae82c9bef990eb528fd24996c45d8cf4426a23778d410be3ce54","339af7d07c910f2dcf814e548256fa3b65bbb5435fed64d0812678e61440b29f","1712","2272","architecture","RGB","existing_damage","train","images/0621.png"
"0622","photo-0308.png","photo-0308","0622.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","0372226ec10fe900298aa4750184612f66d68fb3de6e3dd711d3935f720c38dd","f7254a60c1fba313f6e1253b413e2889beef4fe57546f97f81dbb4e03bf80730","1722","2277","architecture","RGB","existing_damage","train","images/0622.png"
"0623","photo-0309.png","photo-0309","0623.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","668cbc3b2134accfd1cc302e0e0e888779e2c0a64c80c6fe4c15f60ed86527bd","e18435db4c79e90f6b4f2dca6306160306cb03615bc769f0f0efd9e4133590b8","1706","2267","architecture","RGB","existing_damage","train","images/0623.png"
"0624","photo-0310.png","photo-0310","0624.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","652c9de23711f109be5dc9841524c163e7d12e14fd01c1939da6fb14d3467d2a","12d0de2bfb10e94a90afef13e84fe57e8128334e4e76510543f1b39d1ffa5a2c","1717","2262","architecture","RGB","existing_damage","train","images/0624.png"
"0625","photo-0311.png","photo-0311","0625.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","c6358a88cefe288f52b9d49759e5616dd0b29ea99e9d147bd1f43a2e062bdec4","4223e94a08eab7c8f239552b15f18280b74bbed06515affab17a5eaed9f6b6c6","1712","2241","architecture","RGB","existing_damage","train","images/0625.png"
"0626","photo-0312.png","photo-0312","0626.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","9c9d36b4da9849de52dce80ae73a5a33f303a2929a5f396f401816be99ec73f7","e6c5471692f157fb9497b6fbcf72ed097d10ba64fc772b8a4ef028b61753d1b9","1712","2257","architecture","RGB","existing_damage","test","images/0626.png"
"0627","photo-0313.png","photo-0313","0627.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","dc9e2997c3a6c55864f2e897e43f9d7f1210870c2e5048e2812cf1444d3e80df","92e8d4c80ad21e932807413fb15faebd60b31ef4804c015983af341347828bef","1727","2267","architecture","RGB","existing_damage","train","images/0627.png"
"0628","photo-0314.png","photo-0314","0628.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","790172234e1d52e8805ab1b19ef0f35a306d376cd2d31982f45c69bafa5d582d","6d4e5f4b9d67e8df79c1e44fef7513610ec7a3ebaa67fe58c0d6c73b43d0127d","2328","1268","architecture","RGB","existing_damage","train","images/0628.png"
"0629","photo-0315.png","photo-0315","0629.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","e3555fdad595c2a81f271a202b8df5db490eeac1b1876374b4aea7d12c2b1c9a","0ee29767f4c7350a7a9ee1ffaf0866d5911c8afd6606d9a37f4119ff22f2757a","1707","2241","architecture","RGB","existing_damage","train","images/0629.png"
"0630","photo-0316.png","photo-0316","0630.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","7deb4f61f88c2c71a4ae601969acea0dc547e35face1b42d2fd3876f121baf1a","fa5f849074135d4ba3a8eda509cb52aa25a28c3923d94f680a133f5a6b16b32d","1727","2206","architecture","RGB","existing_damage","train","images/0630.png"
"0631","photo-0317.png","photo-0317","0631.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","b62bd9869aef9c9e31f17bc6dd67897b88ccbe04b7bbdc028bd3bd120fd81949","e7d017b9dfd9e668f67c62bb32ef99b3c9ae92f0b336605efc08e6982acfdf7a","1722","2247","architecture","RGB","existing_damage","train","images/0631.png"
"0632","photo-0318.png","photo-0318","0632.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","4ada827be55db895183e93815c68e0a47a55d8d7b8cfc0dd0661454b8da543bc","74482a28d868583af269252033399c946d8c9fe7723e0a9aa1a7c8d67db4bd7a","1706","2242","architecture","RGB","existing_damage","train","images/0632.png"
"0633","photo-0319.png","photo-0319","0633.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","45c84b293183a844893ab5c502c3ec03631b9fde04cc2d293683552b94d07276","628858994b6f1df549e9716c854c74b7e34c9651a0451438d9e0040da3dda75e","1707","2064","architecture","RGB","existing_damage","validation","images/0633.png"
"0634","photo-0320.png","photo-0320","0634.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","87b0b13a920880459b566b014af7fbc703e69e355a8a8ea651e0b31babe9dfb3","974c190719891a4f193a4c210605e08ab5917a3b75aa9be1010ff4c27dda7d67","1706","2246","architecture","RGB","existing_damage","train","images/0634.png"
"0635","photo-0321.png","photo-0321","0635.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","ddacbfe70bc3003d970b104c2608ebcc74ff2cf80252fdf8edb69666c33b8bb0","d7504533c202a0ebb7f2dfbf911bd97a1fab881430e20a02f514b9ad81fe307e","1758","2278","architecture","RGB","existing_damage","train","images/0635.png"
"0636","photo-0322.png","photo-0322","0636.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","16d09986cd1b8a4e32be58d835daf700410b8a5e85569233120e1cfc25b32137","3a2b6af3e1b4e34376a681829dfc6c9cba6810e114209f5129561f289df4b6cd","1717","2246","architecture","RGB","existing_damage","train","images/0636.png"
"0637","photo-0323.png","photo-0323","0637.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","3118a2f53e9cf94fe8c453ac9cbb752246a6b367d848bfa831f401ceb68eaabb","cf2a7f9c3f17a1aaae1cf686052f93847ce844340a3cbeb358c9bb1913ac1ef7","2288","1687","architecture","RGB","existing_damage","train","images/0637.png"
"0638","photo-0324.png","photo-0324","0638.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","0c8cf18490abc473a8d3b010d558852d727734a85c04c8603039f31414abdb70","d16db75cc67daf7a8fc40b25b095d918708010d3ccc3292b46d38aafc10e2fb7","2323","1686","architecture","RGB","existing_damage","validation","images/0638.png"
"0639","photo-0325.png","photo-0325","0639.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","70ee798253fc910cd9f98c84849de233bc2ee345a5af2de58c659ce8676b3c24","a881408f08d0c7ad15ded844767c11db7df01e2c7b9f051f3d1d8bd178834d80","1681","2292","other","RGB","existing_damage","train","images/0639.png"
"0640","photo-0326.png","photo-0326","0640.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","a8764a0fbcf3a615e5e99a74d012dc3e9eeedd5433131f41cd3fe815260419f1","3a1a17b8a0c3b52a2dd14efccd3aaf28d2d8ca374678f56ebb31bd99df1b4d60","1681","2277","other","RGB","existing_damage","train","images/0640.png"
"0641","photo-0327.png","photo-0327","0641.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","fdad5c186302163556472672d44b097dc9b68ae47c2f5fa61daf6fdd1e91fa25","99e6e42ffb451d5cc9b0e16045aee33472512455ce0849734feea0113099b991","1732","2288","other","RGB","existing_damage","train","images/0641.png"
"0642","photo-0328.png","photo-0328","0642.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","8ada09f006f46cbdb6e5bfefe4d35d1cd6c7b023d237ffa3ed180639febb9196","c4934130962ebe7eac90694cc4725deb569d6b90562c92924324677acf146bc9","1681","2277","other","RGB","existing_damage","train","images/0642.png"
"0643","photo-0329.png","photo-0329","0643.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","356a25ad956b766e5ffae3f895dec6cf26c26cdc241f730a9e8db5f4783a4f83","f55d41d94175da44957a63b65d28bcc14ef86f209c5adec9e7d651fb0b36d233","1706","2272","architecture","RGB","existing_damage","test","images/0643.png"
"0644","photo-0330.png","photo-0330","0644.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","fb6199fdcddec43ae405fd7b62d377720cf4a13bfa352de24719503ea09bcef0","53f82bf1a7132cbe8d77a744ed8f27683e5db76bca6886b219a02b8770ec6882","2338","1707","indoor_scene","RGB","existing_damage","train","images/0644.png"
"0645","photo-0331.png","photo-0331","0645.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","2a86ac531accba3396cba1837c073e78ebf509897dbc0a04db80caa73c8d603b","aab686615b6e213cde748767798cfcfedbdfb6f4fe824905343479e884a8a949","2256","1712","outdoor_scene","RGB","existing_damage","train","images/0645.png"
"0646","photo-0332.png","photo-0332","0646.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","2303efc512656b997bd0da0f58ea182a7d8d025a5233a939c1b1286245751f59","d63ad90cad8227a2d9e95cd74a69c1510cdb73f4db4acb9c1cddf8224d54db8d","2277","1549","architecture","RGB","existing_damage","train","images/0646.png"
"0647","photo-0333.png","photo-0333","0647.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","f1fae1c8a1b70f02c5fc1db27c2244b7fff9a75c1a39d3314b760f12591fa9f3","a820252ec1942dcc45026074e22f2594abcd80538b8e16adfca6ef6da751ca3e","1681","2282","architecture","RGB","existing_damage","train","images/0647.png"
"0648","photo-0334.png","photo-0334","0648.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","4f7466270f080a448ff7bfc9ccb9160d9e3833f62494879363ba9cd20fff8427","0276ecd59dc826b569abe66bf3a8004c1029744dfb057b12a9df05d8c116fcf1","1686","2277","architecture","RGB","existing_damage","train","images/0648.png"
"0649","photo-0335.png","photo-0335","0649.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","7a591f978308c9a021f0101f210c1300c5235db7eeaf00b535ee4e93438f63ec","2fcfcf1da9b47a389fbbd26cc09027339c161b1085b1c07bedaddac993e06a69","2236","1711","architecture","RGB","existing_damage","test","images/0649.png"
"0650","photo-0336.png","photo-0336","0650.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","ac699a5c8c6d05e8601f3d2b8e8852f940be84e654fef29a9dc13420e0cb38a4","86e9fef07b1f50af85f5cab93e89562c141f0881124a7ca622b6e6073445b3ec","2328","1686","architecture","RGB","existing_damage","train","images/0650.png"
"0651","photo-0337.png","photo-0337","0651.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","8074cfbfdab3a059167171f95797741da5b23d57652da25860cb2cb57303856e","98753f9b7a8d08c6f55f1dea6f0d21311c932afb584293ba1b5e0023da3b0baa","2323","1687","architecture","RGB","existing_damage","train","images/0651.png"
"0652","photo-0338.png","photo-0338","0652.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","f0a7e823c5150a43f063559988d1c8b3c83a095631b8a6848406e847ab59f717","468c010ba26c30e65a94ca02b0c7c42695818b8d99961ffa0a12d00138242457","1691","2278","architecture","RGB","existing_damage","train","images/0652.png"
"0653","photo-0339.png","photo-0339","0653.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","3fa3c8ff7b183cdbe0f1838b3e1a08178b2addac62d098e3a19c0ca999914d8c","6a9d5b70b247d928f90642d9f7bd575cf63b333c3c68a5d01488d478f2d02b9f","1696","2282","architecture","RGB","existing_damage","test","images/0653.png"
"0654","photo-0340.png","photo-0340","0654.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","2f6ad75733e4f88edebbb892b8f712a6bb3eae9dec344654ea645f1c5c7ff65b","436dcc6eb1267ad8c183fd796fcb6647e75eb84c4d9263a517f2bdd96c9f311e","1696","2277","architecture","RGB","existing_damage","train","images/0654.png"
"0655","photo-0341.png","photo-0341","0655.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","b8d322b11e297760c836ec2233deec27c52b65e8415bef01a91efbd6316a4f93","9123e6d1263dcca6b8991c2182befa9ff2647b94cf6d30d770e47e41399bca28","1733","2283","architecture","RGB","existing_damage","train","images/0655.png"
"0656","photo-0342.png","photo-0342","0656.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","822162a128cee6aa731169463ff19957237d97725b955ea69cdf1bba3ff7a4ed","06abc7d9e5187b9e89383756d140c6816a9eae642892e741c2310eeadc6a159b","1717","2241","architecture","RGB","existing_damage","test","images/0656.png"
"0657","photo-0343.png","photo-0343","0657.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","26f2b12bddc9b1062eb02c091c640cdde9bb4afe18d27e8ccfd11e0039531680","33f5c42cf6d5dad6c1eb4d0fc6346875a8301c02cfe066b2fe75738162a22002","1722","2277","architecture","RGB","existing_damage","train","images/0657.png"
"0658","photo-0344.png","photo-0344","0658.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","10ff55720acc030cd833bc24a43182e0661c8631282953259e78a38444e61ca7","6c6844ac1c0cafa478ba78577b0629f1ee9314ed0073f91d120c914907d8f1e3","1737","2293","other","RGB","existing_damage","train","images/0658.png"
"0659","photo-0345.png","photo-0345","0659.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","61cce991f9b246546e0a49ff054ecf2567b9016e338362ef7bc6fc327103cb53","4ac8247114214f8f169874c2880eb261039ed7a10087f69edfb9ab0a5afeb3c5","2236","1717","architecture","RGB","existing_damage","train","images/0659.png"
"0660","photo-0346.png","photo-0346","0660.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","40f60bcca995457861ada77e2a69c78aefc1753a28f320b26ad91859e0e3a708","965e16ec5f7b1a67a06cca0c1ead82c12e0da8da5b797a07d97946e3cb942c6e","1702","2278","other","RGB","existing_damage","validation","images/0660.png"
"0661","photo-0347.png","photo-0347","0661.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","9afcdf27dca897fd88d60a1531e78a4196687689c82bddfc18693abd7b979e1b","bc2ae7d27e0d248a401ca72b272f63c6ecce25a89d2cac6e9ed6407dae736eba","2344","1697","architecture","RGB","existing_damage","train","images/0661.png"
"0662","photo-0348.png","photo-0348","0662.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","b36cd20633930567b4296fe2c982f12e92bb06c23542558c9a104120a6d192ea","4d7d72ce6780e8e69b354b5147459374b93c7b794a2d04a586079ea55bb1b339","1752","2273","outdoor_scene","RGB","existing_damage","train","images/0662.png"
"0663","photo-0349.png","photo-0349","0663.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","c4eed318ea52501255227762a63779bb7b8255cb3543d9a083b79b32b2bcc4a9","2f06433c00b843c3cb5258d07f5ac45a4329f4e915cf918ea75253134102f456","2333","1701","architecture","RGB","existing_damage","train","images/0663.png"
"0664","photo-0350.png","photo-0350","0664.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","c96d7e496668be904d31454549bd4d5c376f91e4f6faa07c1fb88b0936e8fdd8","07fdd1d90d9fd6af983eef752ff15afdefb347b2b5ccaa85bf414422866b3394","2288","1686","architecture","RGB","existing_damage","train","images/0664.png"
"0665","photo-0351.png","photo-0351","0665.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","3705c45d48ee94d94fa53486f0d019dbbc4e5d4974cfe24404b183e03a10a8ec","723bea7e84fcfa424d71c9c5fbf6986f76b1d041d3b906da211f5461c3d7e57d","2293","1691","architecture","RGB","existing_damage","train","images/0665.png"
"0666","photo-0352.png","photo-0352","0666.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","d1eff7cadb97b1a57c683223e11290c406044a42cb7fc98c7c2bd157eb0f1572","91ed1be95002a76b9a03d9f97de44fa3b1cd7ba7a401f2ef26fbd4158703bf6a","2282","1681","architecture","RGB","existing_damage","train","images/0666.png"
"0667","photo-0353.png","photo-0353","0667.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","92dacc4344d5dfb4920fe0573f9269974ff6c2002262c9a19f16edb2a037953f","9313f3b2f60cdea05fb1c09432134c81d4f88eb9ec0202fc7d5297d9f096f1c7","2349","1676","architecture","RGB","existing_damage","train","images/0667.png"
"0668","photo-0354.png","photo-0354","0668.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","b394c13e259b9affe0c38f40b415a481a89c49dab78c475aa81267281512ad57","e37c80ec28f2c0d917e0323d6c5558c558eaec037b7fc80f7507f0c90a1dcdc8","1712","2268","architecture","RGB","existing_damage","train","images/0668.png"
"0669","photo-0355.png","photo-0355","0669.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","e7d234bef4700be0363183f9aff245eee9bdb1b0e8a447dabc67395fb538dffc","2d912b98fd7466d6852bbd1fa33625a7e6f94032362477c3c32f55478c089c31","1707","2262","other","RGB","existing_damage","train","images/0669.png"
"0670","photo-0356.png","photo-0356","0670.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","471a41553ba9e1089d80d34804b686ab4f3f3aeab85ca9a8ff5bf4a39943b9b4","a0f28f4a78a4dfa451aaad65662d2bb45490666ff8bb7faafce71bba77cbef1f","1722","2262","architecture","RGB","existing_damage","validation","images/0670.png"
"0671","photo-0357.png","photo-0357","0671.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","51860edaeaf1c6a174512408a7894e49632412ba383067e74d47f23913be2fcb","db597b46b616682e7d4ef3664538515819f5315dae9c9a0e894c714a78eb4708","1702","2298","outdoor_scene","RGB","existing_damage","train","images/0671.png"
"0672","photo-0358.png","photo-0358","0672.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","07b1679024be22ab9a6a85bb389245ee332fe227d597482e50298861ab1d28e3","83ac722e227c56e9af96085113c2321e394719a5008f5f8cdd2b4dd6eb6dda8c","1758","2257","architecture","RGB","existing_damage","train","images/0672.png"
"0673","photo-0359.png","photo-0359","0673.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","084cb698b9447de8ec9eefdf755cfccf3142d3afb9fc463ba827d2502c23974a","30cee35c5af7e6d091b9f12e8311bc50ac1802c72c6e38713fe854d23ea1aecc","2308","1682","architecture","RGB","existing_damage","train","images/0673.png"
"0674","photo-0360.png","photo-0360","0674.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","24a63ee3b9263be633d93bbd321eef082e0658b3d2edde479b51937a972964e8","11e507dc0a86806ebc19709c31dc1aa1d581720a62ee20f95f361a88cd8fd26a","1722","2298","architecture","RGB","existing_damage","train","images/0674.png"
"0675","photo-0361.png","photo-0361","0675.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","486a4976244cb5ad228b69b5ffa835011a99151a59361e315942d26cdf6f01ce","4e704a956d629224043c1df64dd0f2c23f144f931df0ee9515debc08ba5583a3","2287","1686","architecture","RGB","existing_damage","train","images/0675.png"
"0676","photo-0362.png","photo-0362","0676.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","b350780cd5b24e743e315a56d333a96a1158f51c54feda2bf3867a3ad750160d","1ba0d1c9577e8b2857ac643ee0a95c82a58a1bccf1bf6dbc404b9c91ff20fa5c","2333","1676","architecture","RGB","existing_damage","train","images/0676.png"
"0677","photo-0363.png","photo-0363","0677.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","c7fa51a3cd1dba43f91483a8e1070993c70ec1ed4548eaca0cdbdcd59a68aa12","bc9415b17a40f8ca58d6316c503402b02b24247ce46143c12f6e542fb85bf107","2297","1722","architecture","RGB","existing_damage","test","images/0677.png"
"0678","photo-0364.png","photo-0364","0678.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","bbe74ff4eeae09183d6b3fbbaf9f2582d77fb2d6581209e3bd327995728e3185","bf32acc7c1499ef3194647e142d9ba64ef5d06601e1ad0795da8b1be7c85f22f","1763","2293","architecture","RGB","existing_damage","validation","images/0678.png"
"0679","photo-0365.png","photo-0365","0679.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","0d0e5ac5343052dad341c017ee7c62b0c832f88300d8492a56c33aef8d29f156","d8b448a8eeb4ca0c1165a57616de66ac82976a1857341afebab22dfa7e130a7b","1747","2282","architecture","RGB","existing_damage","validation","images/0679.png"
"0680","photo-0366.png","photo-0366","0680.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","214d5ab73741ede0a03e067ad48abbdbfec61b8deeb0c3a2675f35cb3ea4ec45","56c2ce1a8f516088a8d588e97f86eac06b729868f86b6f66a27df17a33207ae5","1757","2297","other","RGB","existing_damage","test","images/0680.png"
"0681","photo-0367.png","photo-0367","0681.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","dfd41b46f010cf8e5a32b8e45ad2912b41c58a6ca9f7f92d4a0cd6d58d2d0507","146e8ada9306bf8af220dd4b9a841bf47caf729a07a1ad7e8665f3d8e756cec0","1686","2292","other","RGB","existing_damage","train","images/0681.png"
"0682","photo-0368.png","photo-0368","0682.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","4d58f4ac304c786183302fe579f8eb9199305c6eccac2092b0fbb442afa7947f","2fd35bee669960c3ad48581134c92156b84ccdce90ae61ae2553bd68cf85e5cd","1727","2338","indoor_scene","RGB","existing_damage","validation","images/0682.png"
"0683","photo-0369.png","photo-0369","0683.png","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","c68cb4a6659dc5a26474defecaf953f6513f4f42a729e2a21982fb4a9ebfa619","e8e7e8ea143f9afccbbbee902a26f7052571c05b1517c66274b7fbe343ba996e","2287","1687","indoor_scene","RGB","existing_damage","train","images/0683.png"
