"source_id","filename","quality_label","color_mode","damage_label_method","damage_label_list","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","confidence_scratch","confidence_crack","confidence_fold","confidence_dust","confidence_stain","confidence_mold","confidence_tear","confidence_missing_region","confidence_fading","confidence_color_cast","confidence_blur","confidence_noise","confidence_jpeg_artifact","confidence_uneven_exposure","evidence_scratch","evidence_crack","evidence_fold","evidence_dust","evidence_stain","evidence_mold","evidence_tear","evidence_missing_region","evidence_fading","evidence_color_cast","evidence_blur","evidence_noise","evidence_jpeg_artifact","evidence_uneven_exposure","texture_match_label_list","texture_match_scores","texture_match_files"
"photo-0340","0654.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8282","0.8476","0.9335","0.8431","0.9501","0.9463","0.9502","0.8782","0.9900","0.9900","0.9900","0.7496","0.9898","0.9806","0.0204","0.0077","0.0250","0.0160","0.0471","0.0469","0.0506","0.0256","0.1660","0.0554","0.3182","0.8068","0.4255","0.5268","","{""crack"": 0.0077, ""dust"": 0.016, ""fold"": 0.025, ""missing_region"": 0.0256, ""mold"": 0.0469, ""scratch"": 0.0204, ""stain"": 0.0471, ""tear"": 0.0506}","{}"
"photo-0341","0655.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8656","0.8603","0.9401","0.8746","0.9679","0.9582","0.9630","0.8569","0.9900","0.9900","0.9900","0.9196","0.9900","0.9166","0.0076","0.0032","0.0195","0.0044","0.0217","0.0331","0.0339","0.0339","0.0499","0.0407","0.3254","0.8666","0.3515","0.6152","","{""crack"": 0.0032, ""dust"": 0.0044, ""fold"": 0.0195, ""missing_region"": 0.0339, ""mold"": 0.0331, ""scratch"": 0.0076, ""stain"": 0.0217, ""tear"": 0.0339}","{}"
"photo-0342","0656.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8396","0.8605","0.9167","0.8528","0.9531","0.9566","0.9556","0.8726","0.9900","0.9900","0.9900","0.6456","0.9899","0.8103","0.0168","0.0031","0.0366","0.0127","0.0438","0.0353","0.0443","0.0279","0.1442","0.0563","0.3182","0.7855","0.3963","0.6578","","{""crack"": 0.0031, ""dust"": 0.0127, ""fold"": 0.0366, ""missing_region"": 0.0279, ""mold"": 0.0353, ""scratch"": 0.0168, ""stain"": 0.0438, ""tear"": 0.0443}","{}"
"photo-0343","0657.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8236","0.8616","0.9183","0.8455","0.9569","0.9405","0.9542","0.8678","0.9900","0.9900","0.9900","0.9196","0.9897","0.8807","0.0218","0.0027","0.0356","0.0152","0.0390","0.0524","0.0460","0.0298","0.0386","0.0445","0.3182","0.8666","0.4427","0.6335","","{""crack"": 0.0027, ""dust"": 0.0152, ""fold"": 0.0356, ""missing_region"": 0.0298, ""mold"": 0.0524, ""scratch"": 0.0218, ""stain"": 0.039, ""tear"": 0.046}","{}"
"photo-0344","0658.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8223","0.8499","0.8724","0.8449","0.9429","0.9415","0.9601","0.8594","0.9900","0.9900","0.9891","0.5676","0.9900","0.9853","0.0222","0.0069","0.0584","0.0154","0.0544","0.0515","0.0382","0.0330","0.1868","0.0747","0.5302","0.7484","0.3490","0.4976","","{""crack"": 0.0069, ""dust"": 0.0154, ""fold"": 0.0584, ""missing_region"": 0.033, ""mold"": 0.0515, ""scratch"": 0.0222, ""stain"": 0.0544, ""tear"": 0.0382}","{}"
"photo-0345","0659.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8039","0.8624","0.9003","0.8580","0.9423","0.8985","0.9017","0.8045","0.9900","0.9900","0.9900","0.6724","0.9896","0.9899","0.0275","0.0024","0.0458","0.0108","0.0549","0.0799","0.0860","0.0504","0.1536","0.0344","0.3182","0.7906","0.4514","0.3443","","{""crack"": 0.0024, ""dust"": 0.0108, ""fold"": 0.0458, ""missing_region"": 0.0504, ""mold"": 0.0799, ""scratch"": 0.0275, ""stain"": 0.0549, ""tear"": 0.086}","{}"
"photo-0346","0660.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8616","0.8661","0.9211","0.8707","0.9553","0.9532","0.9618","0.8518","0.9900","0.9900","0.9900","0.8711","0.9875","0.9895","0.0091","0.0010","0.0338","0.0060","0.0411","0.0395","0.0357","0.0357","0.1408","0.0485","0.3181","0.8425","0.5315","0.4056","","{""crack"": 0.001, ""dust"": 0.006, ""fold"": 0.0338, ""missing_region"": 0.0357, ""mold"": 0.0395, ""scratch"": 0.0091, ""stain"": 0.0411, ""tear"": 0.0357}","{}"
"photo-0347","0661.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8186","0.8553","0.8524","0.8449","0.9316","0.9230","0.9547","0.8772","0.9900","0.9900","0.9900","0.5156","0.9899","0.9888","0.0233","0.0050","0.0659","0.0154","0.0638","0.0658","0.0454","0.0260","0.0471","0.0832","0.3182","0.7626","0.3743","0.4415","","{""crack"": 0.005, ""dust"": 0.0154, ""fold"": 0.0659, ""missing_region"": 0.026, ""mold"": 0.0658, ""scratch"": 0.0233, ""stain"": 0.0638, ""tear"": 0.0454}","{}"
"photo-0348","0662.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise|uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.8152","0.8064","0.8161","0.8070","0.9315","0.9442","0.7764","0.8481","0.9900","0.9900","0.9726","0.9191","0.9900","0.7114","0.0243","0.0204","0.0775","0.0270","0.0639","0.0490","0.1291","0.0370","0.0137","0.0739","0.6528","0.8663","0.3176","0.7585","","{""crack"": 0.0204, ""dust"": 0.027, ""fold"": 0.0775, ""missing_region"": 0.037, ""mold"": 0.049, ""scratch"": 0.0243, ""stain"": 0.0639, ""tear"": 0.1291}","{}"
"photo-0349","0663.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8263","0.8138","0.8869","0.8269","0.9450","0.9345","0.9346","0.8731","0.9900","0.9900","0.7914","0.9039","0.9900","0.8110","0.0210","0.0183","0.0522","0.0212","0.0524","0.0574","0.0651","0.0277","0.1396","0.0650","0.7629","0.6625","0.3326","0.6576","","{""crack"": 0.0183, ""dust"": 0.0212, ""fold"": 0.0522, ""missing_region"": 0.0277, ""mold"": 0.0574, ""scratch"": 0.021, ""stain"": 0.0524, ""tear"": 0.0651}","{}"
"photo-0350","0664.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8581","0.8395","0.9301","0.8634","0.9707","0.9632","0.9060","0.8803","0.9900","0.9900","0.9893","0.7523","0.9900","0.7172","0.0104","0.0104","0.0276","0.0088","0.0159","0.0258","0.0837","0.0247","0.1165","0.0346","0.5158","0.7125","0.3295","0.6803","","{""crack"": 0.0104, ""dust"": 0.0088, ""fold"": 0.0276, ""missing_region"": 0.0247, ""mold"": 0.0258, ""scratch"": 0.0104, ""stain"": 0.0159, ""tear"": 0.0837}","{}"
"photo-0351","0665.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8371","0.8528","0.9368","0.8637","0.9566","0.9563","0.9662","0.8711","0.9900","0.9900","0.9895","0.5348","0.9900","0.5043","0.0176","0.0059","0.0223","0.0087","0.0394","0.0356","0.0285","0.0285","0.0470","0.0575","0.5004","0.7659","0.3349","0.7193","","{""crack"": 0.0059, ""dust"": 0.0087, ""fold"": 0.0223, ""missing_region"": 0.0285, ""mold"": 0.0356, ""scratch"": 0.0176, ""stain"": 0.0394, ""tear"": 0.0285}","{}"
"photo-0352","0666.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise|uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.8006","0.7839","0.8917","0.8078","0.9349","0.9174","0.9378","0.8706","0.9900","0.9900","0.6878","0.5905","0.9900","0.9489","0.0284","0.0264","0.0500","0.0268","0.0613","0.0694","0.0624","0.0287","0.0831","0.0503","0.7863","0.7756","0.3062","0.8503","","{""crack"": 0.0264, ""dust"": 0.0268, ""fold"": 0.05, ""missing_region"": 0.0287, ""mold"": 0.0694, ""scratch"": 0.0284, ""stain"": 0.0613, ""tear"": 0.0624}","{}"
"photo-0353","0667.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.8414","0.8276","0.9315","0.8516","0.9603","0.9623","0.9627","0.8822","0.9900","0.9900","0.9842","0.6963","0.9900","0.8798","0.0162","0.0142","0.0265","0.0131","0.0344","0.0272","0.0343","0.0239","0.1187","0.0630","0.6066","0.7246","0.3107","0.8061","","{""crack"": 0.0142, ""dust"": 0.0131, ""fold"": 0.0265, ""missing_region"": 0.0239, ""mold"": 0.0272, ""scratch"": 0.0162, ""stain"": 0.0344, ""tear"": 0.0343}","{}"
"photo-0354","0668.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8256","0.8458","0.9103","0.8440","0.9538","0.9639","0.9192","0.8831","0.9900","0.9900","0.9900","0.6041","0.9899","0.9202","0.0212","0.0083","0.0404","0.0157","0.0429","0.0246","0.0760","0.0235","0.0636","0.0367","0.4046","0.7780","0.3777","0.6130","","{""crack"": 0.0083, ""dust"": 0.0157, ""fold"": 0.0404, ""missing_region"": 0.0235, ""mold"": 0.0246, ""scratch"": 0.0212, ""stain"": 0.0429, ""tear"": 0.076}","{}"
"photo-0355","0669.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8340","0.8502","0.9037","0.8219","0.9222","0.9289","0.9443","0.7810","0.9900","0.9900","0.9900","0.9197","0.9894","0.9900","0.0186","0.0068","0.0440","0.0227","0.0705","0.0617","0.0566","0.0566","0.1057","0.0569","0.3182","0.8667","0.4699","0.3059","","{""crack"": 0.0068, ""dust"": 0.0227, ""fold"": 0.044, ""missing_region"": 0.0566, ""mold"": 0.0617, ""scratch"": 0.0186, ""stain"": 0.0705, ""tear"": 0.0566}","{}"
"photo-0356","0670.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8266","0.8605","0.8741","0.8510","0.9120","0.9052","0.8868","0.8329","0.9900","0.9900","0.9900","0.6661","0.9888","0.9894","0.0209","0.0031","0.0577","0.0133","0.0768","0.0764","0.0932","0.0420","0.1511","0.0720","0.3181","0.7306","0.5000","0.4112","","{""crack"": 0.0031, ""dust"": 0.0133, ""fold"": 0.0577, ""missing_region"": 0.042, ""mold"": 0.0764, ""scratch"": 0.0209, ""stain"": 0.0768, ""tear"": 0.0932}","{}"
"photo-0357","0671.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.7859","0.8262","0.9005","0.8311","0.8954","0.9069","0.9568","0.8437","0.9900","0.9900","0.9900","0.6000","0.9899","0.9886","0.0323","0.0146","0.0457","0.0199","0.0856","0.0755","0.0428","0.0385","0.1537","0.0387","0.3182","0.7773","0.4104","0.4460","","{""crack"": 0.0146, ""dust"": 0.0199, ""fold"": 0.0457, ""missing_region"": 0.0385, ""mold"": 0.0755, ""scratch"": 0.0323, ""stain"": 0.0856, ""tear"": 0.0428}","{}"
"photo-0358","0672.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8578","0.8586","0.9367","0.8751","0.9661","0.9664","0.9654","0.8678","0.9900","0.9900","0.9900","0.8540","0.9896","0.9066","0.0105","0.0038","0.0224","0.0042","0.0250","0.0203","0.0298","0.0298","0.0165","0.0844","0.3182","0.8361","0.4509","0.6210","","{""crack"": 0.0038, ""dust"": 0.0042, ""fold"": 0.0224, ""missing_region"": 0.0298, ""mold"": 0.0203, ""scratch"": 0.0105, ""stain"": 0.025, ""tear"": 0.0298}","{}"
"photo-0359","0673.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.7599","0.8358","0.8550","0.8246","0.9067","0.6166","0.9084","0.6950","0.9900","0.9900","0.9900","0.6738","0.9899","0.9698","0.0387","0.0116","0.0650","0.0219","0.0798","0.1544","0.0824","0.0759","0.0420","0.0781","0.3182","0.7291","0.3931","0.8809","","{""crack"": 0.0116, ""dust"": 0.0219, ""fold"": 0.065, ""missing_region"": 0.0759, ""mold"": 0.1544, ""scratch"": 0.0387, ""stain"": 0.0798, ""tear"": 0.0824}","{}"
"photo-0360","0674.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise|uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.8497","0.8600","0.9083","0.8729","0.9687","0.9659","0.9715","0.9008","0.9900","0.9900","0.9900","0.9197","0.9897","0.8849","0.0134","0.0033","0.0415","0.0051","0.0202","0.0213","0.0178","0.0151","0.0213","0.0845","0.3182","0.8667","0.4358","0.8083","","{""crack"": 0.0033, ""dust"": 0.0051, ""fold"": 0.0415, ""missing_region"": 0.0151, ""mold"": 0.0213, ""scratch"": 0.0134, ""stain"": 0.0202, ""tear"": 0.0178}","{}"
"photo-0361","0675.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8528","0.8640","0.9432","0.8763","0.9618","0.9617","0.9571","0.8917","0.9900","0.9900","0.9900","0.9196","0.9885","0.9870","0.0123","0.0018","0.0167","0.0037","0.0322","0.0281","0.0424","0.0196","0.0993","0.0499","0.3182","0.8666","0.5106","0.4790","","{""crack"": 0.0018, ""dust"": 0.0037, ""fold"": 0.0167, ""missing_region"": 0.0196, ""mold"": 0.0281, ""scratch"": 0.0123, ""stain"": 0.0322, ""tear"": 0.0424}","{}"
"photo-0362","0676.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8564","0.8536","0.9409","0.8569","0.9660","0.9647","0.9710","0.8946","0.9900","0.9900","0.9900","0.9196","0.9708","0.9896","0.0110","0.0056","0.0188","0.0112","0.0252","0.0234","0.0188","0.0182","0.1118","0.0548","0.3182","0.8666","0.6169","0.3981","","{""crack"": 0.0056, ""dust"": 0.0112, ""fold"": 0.0188, ""missing_region"": 0.0182, ""mold"": 0.0234, ""scratch"": 0.011, ""stain"": 0.0252, ""tear"": 0.0188}","{}"
"photo-0363","0677.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8292","0.8417","0.8826","0.8304","0.9250","0.9083","0.8841","0.7690","0.9900","0.9900","0.9900","0.7656","0.9899","0.9627","0.0201","0.0097","0.0541","0.0201","0.0686","0.0747","0.0944","0.0596","0.0941","0.0636","0.3182","0.7094","0.3871","0.5720","","{""crack"": 0.0097, ""dust"": 0.0201, ""fold"": 0.0541, ""missing_region"": 0.0596, ""mold"": 0.0747, ""scratch"": 0.0201, ""stain"": 0.0686, ""tear"": 0.0944}","{}"
"photo-0364","0678.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8485","0.8666","0.9297","0.8780","0.9543","0.9644","0.9644","0.8958","0.9900","0.9900","0.9900","0.9196","0.9887","0.6910","0.0138","0.0008","0.0279","0.0030","0.0423","0.0238","0.0315","0.0176","0.0081","0.0821","0.3182","0.8666","0.5048","0.6857","","{""crack"": 0.0008, ""dust"": 0.003, ""fold"": 0.0279, ""missing_region"": 0.0176, ""mold"": 0.0238, ""scratch"": 0.0138, ""stain"": 0.0423, ""tear"": 0.0315}","{}"
"photo-0365","0679.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8057","0.7987","0.9045","0.7935","0.9192","0.9454","0.8868","0.8398","0.9900","0.9900","0.9900","0.7558","0.9899","0.9462","0.0270","0.0225","0.0436","0.0307","0.0724","0.0478","0.0932","0.0398","0.1467","0.0732","0.3182","0.8083","0.3906","0.5924","","{""crack"": 0.0225, ""dust"": 0.0307, ""fold"": 0.0436, ""missing_region"": 0.0398, ""mold"": 0.0478, ""scratch"": 0.027, ""stain"": 0.0724, ""tear"": 0.0932}","{}"
"photo-0366","0680.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8476","0.8658","0.9406","0.8671","0.9632","0.9519","0.9582","0.8686","0.9900","0.9900","0.9900","0.9197","0.9894","0.8466","0.0141","0.0011","0.0191","0.0074","0.0300","0.0409","0.0409","0.0295","0.0522","0.1024","0.3182","0.8667","0.4703","0.6465","","{""crack"": 0.0011, ""dust"": 0.0074, ""fold"": 0.0191, ""missing_region"": 0.0295, ""mold"": 0.0409, ""scratch"": 0.0141, ""stain"": 0.03, ""tear"": 0.0409}","{}"
"photo-0367","0681.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8715","0.8676","0.9512","0.8804","0.9679","0.9693","0.9701","0.8891","0.9900","0.9900","0.9900","0.9196","0.9875","0.8400","0.0053","0.0004","0.0086","0.0020","0.0217","0.0148","0.0208","0.0208","0.0332","0.0341","0.3181","0.8666","0.5321","0.6487","","{""crack"": 0.0004, ""dust"": 0.002, ""fold"": 0.0086, ""missing_region"": 0.0208, ""mold"": 0.0148, ""scratch"": 0.0053, ""stain"": 0.0217, ""tear"": 0.0208}","{}"
"photo-0368","0682.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise|uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.8648","0.8648","0.9512","0.8724","0.9691","0.9694","0.9648","0.8650","0.9900","0.9900","0.9900","0.9197","0.9897","0.5786","0.0079","0.0015","0.0086","0.0053","0.0193","0.0145","0.0309","0.0309","0.0181","0.0750","0.3182","0.8667","0.4470","0.7335","","{""crack"": 0.0015, ""dust"": 0.0053, ""fold"": 0.0086, ""missing_region"": 0.0309, ""mold"": 0.0145, ""scratch"": 0.0079, ""stain"": 0.0193, ""tear"": 0.0309}","{}"
"photo-0369","0683.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8272","0.8505","0.8796","0.8199","0.9256","0.9485","0.9586","0.8388","0.9900","0.9900","0.9900","0.9196","0.9899","0.9672","0.0207","0.0067","0.0554","0.0233","0.0682","0.0447","0.0403","0.0401","0.0894","0.0421","0.3182","0.8666","0.4082","0.5643","","{""crack"": 0.0067, ""dust"": 0.0233, ""fold"": 0.0554, ""missing_region"": 0.0401, ""mold"": 0.0447, ""scratch"": 0.0207, ""stain"": 0.0682, ""tear"": 0.0403}","{}"
"photo-0370","0684.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8545","0.8643","0.9256","0.8613","0.9597","0.9571","0.9560","0.8552","0.9900","0.9900","0.9900","0.9195","0.9891","0.9871","0.0117","0.0017","0.0308","0.0096","0.0353","0.0346","0.0438","0.0345","0.0267","0.0753","0.3181","0.8666","0.4895","0.4780","","{""crack"": 0.0017, ""dust"": 0.0096, ""fold"": 0.0308, ""missing_region"": 0.0345, ""mold"": 0.0346, ""scratch"": 0.0117, ""stain"": 0.0353, ""tear"": 0.0438}","{}"
"photo-0371","0685.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8456","0.8648","0.9350","0.8650","0.9614","0.9647","0.9607","0.8885","0.9900","0.9900","0.9900","0.9197","0.9897","0.8286","0.0148","0.0015","0.0238","0.0082","0.0327","0.0233","0.0374","0.0211","0.0161","0.0844","0.3182","0.8667","0.4367","0.6524","","{""crack"": 0.0015, ""dust"": 0.0082, ""fold"": 0.0238, ""missing_region"": 0.0211, ""mold"": 0.0233, ""scratch"": 0.0148, ""stain"": 0.0327, ""tear"": 0.0374}","{}"
"photo-0372","0686.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8771","0.8684","0.9537","0.8831","0.9688","0.9713","0.9703","0.9081","0.9900","0.9900","0.9900","0.9196","0.9894","0.8894","0.0030","0.0001","0.0057","0.0008","0.0199","0.0104","0.0203","0.0112","0.0004","0.0453","0.3182","0.8666","0.4711","0.6297","","{""crack"": 0.0001, ""dust"": 0.0008, ""fold"": 0.0057, ""missing_region"": 0.0112, ""mold"": 0.0104, ""scratch"": 0.003, ""stain"": 0.0199, ""tear"": 0.0203}","{}"
"photo-0373","0687.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8553","0.8650","0.9334","0.8739","0.9594","0.9688","0.9625","0.8997","0.9900","0.9900","0.9900","0.9197","0.9894","0.8990","0.0114","0.0014","0.0251","0.0047","0.0356","0.0158","0.0347","0.0157","0.0611","0.0418","0.3182","0.8666","0.4726","0.6250","","{""crack"": 0.0014, ""dust"": 0.0047, ""fold"": 0.0251, ""missing_region"": 0.0157, ""mold"": 0.0158, ""scratch"": 0.0114, ""stain"": 0.0356, ""tear"": 0.0347}","{}"
"photo-0374","0688.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8674","0.8681","0.9503","0.8806","0.9379","0.9671","0.9666","0.8794","0.9900","0.9900","0.9900","0.9197","0.9524","0.9895","0.0069","0.0002","0.0095","0.0019","0.0588","0.0190","0.0278","0.0251","0.0648","0.0449","0.3182","0.8667","0.6458","0.4052","","{""crack"": 0.0002, ""dust"": 0.0019, ""fold"": 0.0095, ""missing_region"": 0.0251, ""mold"": 0.019, ""scratch"": 0.0069, ""stain"": 0.0588, ""tear"": 0.0278}","{}"
"photo-0375","0689.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8230","0.8358","0.8967","0.8345","0.9501","0.9287","0.9129","0.8634","0.9900","0.9900","0.9900","0.7528","0.9897","0.9300","0.0220","0.0116","0.0476","0.0188","0.0471","0.0618","0.0798","0.0315","0.0510","0.0265","0.3182","0.8076","0.4354","0.6063","","{""crack"": 0.0116, ""dust"": 0.0188, ""fold"": 0.0476, ""missing_region"": 0.0315, ""mold"": 0.0618, ""scratch"": 0.022, ""stain"": 0.0471, ""tear"": 0.0798}","{}"
"photo-0376","0690.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8152","0.8458","0.9147","0.8246","0.9094","0.9437","0.9422","0.8660","0.9900","0.9900","0.9900","0.8170","0.9897","0.9765","0.0243","0.0083","0.0378","0.0219","0.0783","0.0494","0.0586","0.0305","0.1107","0.0561","0.3182","0.8242","0.4407","0.5419","","{""crack"": 0.0083, ""dust"": 0.0219, ""fold"": 0.0378, ""missing_region"": 0.0305, ""mold"": 0.0494, ""scratch"": 0.0243, ""stain"": 0.0783, ""tear"": 0.0586}","{}"
"photo-0377","0691.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8230","0.8539","0.8902","0.8395","0.8740","0.9092","0.8898","0.6970","0.9900","0.9900","0.9900","0.7036","0.9899","0.9640","0.0220","0.0055","0.0507","0.0172","0.0951","0.0742","0.0918","0.0755","0.0400","0.0292","0.3181","0.7969","0.4047","0.5700","","{""crack"": 0.0055, ""dust"": 0.0172, ""fold"": 0.0507, ""missing_region"": 0.0755, ""mold"": 0.0742, ""scratch"": 0.022, ""stain"": 0.0951, ""tear"": 0.0918}","{}"
"photo-0378","0692.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8586","0.8640","0.9355","0.8626","0.9425","0.9517","0.9315","0.8513","0.9900","0.9900","0.9900","0.9197","0.9890","0.9420","0.0102","0.0018","0.0234","0.0091","0.0547","0.0412","0.0675","0.0359","0.0182","0.0311","0.3182","0.8667","0.4910","0.5964","","{""crack"": 0.0018, ""dust"": 0.0091, ""fold"": 0.0234, ""missing_region"": 0.0359, ""mold"": 0.0412, ""scratch"": 0.0102, ""stain"": 0.0547, ""tear"": 0.0675}","{}"
"photo-0379","0693.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise|uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.8578","0.8426","0.9433","0.8610","0.9671","0.9697","0.9714","0.9078","0.9900","0.9900","0.9900","0.9195","0.9899","0.9149","0.0105","0.0094","0.0166","0.0097","0.0232","0.0140","0.0180","0.0114","0.0086","0.0379","0.3182","0.8666","0.3997","0.8237","","{""crack"": 0.0094, ""dust"": 0.0097, ""fold"": 0.0166, ""missing_region"": 0.0114, ""mold"": 0.014, ""scratch"": 0.0105, ""stain"": 0.0232, ""tear"": 0.018}","{}"
"photo-0380","0694.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8117","0.8064","0.9052","0.8189","0.9589","0.9550","0.9588","0.8867","0.9900","0.9900","0.9881","0.9181","0.9900","0.8079","0.0253","0.0204","0.0432","0.0236","0.0364","0.0373","0.0401","0.0219","0.0055","0.0643","0.5592","0.8657","0.3319","0.6584","","{""crack"": 0.0204, ""dust"": 0.0236, ""fold"": 0.0432, ""missing_region"": 0.0219, ""mold"": 0.0373, ""scratch"": 0.0253, ""stain"": 0.0364, ""tear"": 0.0401}","{}"
"photo-0381","0695.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.7843","0.7943","0.7946","0.7976","0.9008","0.9007","0.8737","0.8151","0.9900","0.9900","0.9352","0.8634","0.9900","0.9323","0.0327","0.0237","0.0835","0.0296","0.0829","0.0788","0.0988","0.0474","0.0506","0.0622","0.7023","0.6805","0.3188","0.8355","","{""crack"": 0.0237, ""dust"": 0.0296, ""fold"": 0.0835, ""missing_region"": 0.0474, ""mold"": 0.0788, ""scratch"": 0.0327, ""stain"": 0.0829, ""tear"": 0.0988}","{}"
