"dataset_seq","dataset_id","dataset_class","class_seq","source_id","original_filename","export_filename","export_path","source_sha256","width","height","content_type","color_mode","quality_label","split","dataset_kind","provider","source_url","license","rights_url","damage_label_list","damage_label_count","damage_label_method","texture_match_label_list","texture_match_scores","texture_match_files","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","export_sha256","file_size_bytes","actual_format"
"307","clean_near_000062","clean_near","62","photo-0022","0336.png","clean_near_000062.png","dataset_images/clean_near/clean_near_000062.png","c5ae45ea5d8cd71180925acde125b1f4bf783bafe3c68a2712692405335dd0fc","1598","1594","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0087, ""dust"": 0.0223, ""fold"": 0.0808, ""missing_region"": 0.0668, ""mold"": 0.0649, ""scratch"": 0.0214, ""stain"": 0.0484, ""tear"": 0.0838}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","c5ae45ea5d8cd71180925acde125b1f4bf783bafe3c68a2712692405335dd0fc","1665518","png"
"308","clean_near_000063","clean_near","63","photo-0023","0337.png","clean_near_000063.png","dataset_images/clean_near/clean_near_000063.png","8dd8fb6ab8693be7c176591bb3da7542d7967af14ab367ce8b156df25bd5bd83","1577","1573","group_portrait","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0179, ""dust"": 0.0353, ""fold"": 0.0886, ""missing_region"": 0.0494, ""mold"": 0.0921, ""scratch"": 0.0292, ""stain"": 0.1063, ""tear"": 0.0858}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8dd8fb6ab8693be7c176591bb3da7542d7967af14ab367ce8b156df25bd5bd83","1675947","png"
"310","clean_near_000064","clean_near","64","photo-0025","0339.png","clean_near_000064.png","dataset_images/clean_near/clean_near_000064.png","e7b4716a6b6ac763dfe3f1573c41eb80b381a152691d85fae57d779a118c4316","1577","1602","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0299, ""dust"": 0.0438, ""fold"": 0.0736, ""missing_region"": 0.0454, ""mold"": 0.0876, ""scratch"": 0.0374, ""stain"": 0.1012, ""tear"": 0.1078}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","e7b4716a6b6ac763dfe3f1573c41eb80b381a152691d85fae57d779a118c4316","1753749","png"
"311","clean_near_000065","clean_near","65","photo-0026","0340.png","clean_near_000065.png","dataset_images/clean_near/clean_near_000065.png","1409f4a35553b6b2f038a2052b7f27e03cbc9bc76f3dfefb81c0f83e8d7e359a","1602","1593","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.017, ""dust"": 0.0233, ""fold"": 0.064, ""missing_region"": 0.0458, ""mold"": 0.0589, ""scratch"": 0.024, ""stain"": 0.0755, ""tear"": 0.064}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1409f4a35553b6b2f038a2052b7f27e03cbc9bc76f3dfefb81c0f83e8d7e359a","1756223","png"
"316","clean_near_000066","clean_near","66","photo-0031","0345.png","clean_near_000066.png","dataset_images/clean_near/clean_near_000066.png","15afbec0c86229beebf02332d3f3144c799027034a6f6f22c4141fbcf60c3918","1569","1577","single_portrait","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0143, ""dust"": 0.03, ""fold"": 0.089, ""missing_region"": 0.0645, ""mold"": 0.1442, ""scratch"": 0.0319, ""stain"": 0.1345, ""tear"": 0.174}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15afbec0c86229beebf02332d3f3144c799027034a6f6f22c4141fbcf60c3918","1680530","png"
"317","clean_near_000067","clean_near","67","photo-0032","0346.png","clean_near_000067.png","dataset_images/clean_near/clean_near_000067.png","3042d52a928c6697b9bf73153ae2ccb8b78071997da19a5db02119639eb1d27a","1560","1568","single_portrait","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0169, ""dust"": 0.03, ""fold"": 0.1252, ""missing_region"": 0.0673, ""mold"": 0.118, ""scratch"": 0.0282, ""stain"": 0.1082, ""tear"": 0.0944}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3042d52a928c6697b9bf73153ae2ccb8b78071997da19a5db02119639eb1d27a","1849644","png"
"322","clean_near_000068","clean_near","68","photo-0037","0351.png","clean_near_000068.png","dataset_images/clean_near/clean_near_000068.png","92ed5c86d29ed14f230af3284e2aca873b7c4018ee853e66592046a3acc3ffdb","1594","1460","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0065, ""dust"": 0.0202, ""fold"": 0.0538, ""missing_region"": 0.0396, ""mold"": 0.0789, ""scratch"": 0.0194, ""stain"": 0.0643, ""tear"": 0.069}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92ed5c86d29ed14f230af3284e2aca873b7c4018ee853e66592046a3acc3ffdb","1564208","png"
"323","clean_near_000069","clean_near","69","photo-0038","0352.png","clean_near_000069.png","dataset_images/clean_near/clean_near_000069.png","001f48f53cd767c6a791e1bf04c8b9f03cb6fed387ec4a1443be7755bd3575ee","1590","1598","outdoor_scene","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0146, ""dust"": 0.0173, ""fold"": 0.0298, ""missing_region"": 0.0258, ""mold"": 0.026, ""scratch"": 0.0238, ""stain"": 0.0467, ""tear"": 0.0353}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","001f48f53cd767c6a791e1bf04c8b9f03cb6fed387ec4a1443be7755bd3575ee","1861135","png"
"325","clean_near_000070","clean_near","70","photo-0040","0354.png","clean_near_000070.png","dataset_images/clean_near/clean_near_000070.png","975f9169fce90855b417fb6838552bb9ce7098c93917878261d21d2a8dd33713","1594","1593","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0107, ""dust"": 0.0205, ""fold"": 0.0503, ""missing_region"": 0.0434, ""mold"": 0.0532, ""scratch"": 0.0211, ""stain"": 0.0642, ""tear"": 0.0887}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","975f9169fce90855b417fb6838552bb9ce7098c93917878261d21d2a8dd33713","1782702","png"
"326","clean_near_000071","clean_near","71","photo-0041","0355.png","clean_near_000071.png","dataset_images/clean_near/clean_near_000071.png","51947527247994d57336d314dd997f13fd2fde552b171ae86cef25b5f4aa1513","1589","1585","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0087, ""dust"": 0.0234, ""fold"": 0.0751, ""missing_region"": 0.048, ""mold"": 0.0588, ""scratch"": 0.0179, ""stain"": 0.118, ""tear"": 0.0885}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51947527247994d57336d314dd997f13fd2fde552b171ae86cef25b5f4aa1513","1751802","png"
"327","clean_near_000072","clean_near","72","photo-0042","0356.png","clean_near_000072.png","dataset_images/clean_near/clean_near_000072.png","76bbc42a7fbf867ca4ae346b5a0f43b1848602e29bb491dfe823a206a40b1e76","1556","1585","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0117, ""dust"": 0.0227, ""fold"": 0.0338, ""missing_region"": 0.0568, ""mold"": 0.0478, ""scratch"": 0.0188, ""stain"": 0.0672, ""tear"": 0.065}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76bbc42a7fbf867ca4ae346b5a0f43b1848602e29bb491dfe823a206a40b1e76","1818293","png"
"328","clean_near_000073","clean_near","73","photo-0043","0357.png","clean_near_000073.png","dataset_images/clean_near/clean_near_000073.png","3fbddb96b4e28b08b6929cce2d6bc8a017a5c81549f462ea71af451f45b4aecd","1664","1593","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0077, ""dust"": 0.0152, ""fold"": 0.0469, ""missing_region"": 0.0441, ""mold"": 0.0762, ""scratch"": 0.0163, ""stain"": 0.0412, ""tear"": 0.0441}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3fbddb96b4e28b08b6929cce2d6bc8a017a5c81549f462ea71af451f45b4aecd","1749130","png"
"329","clean_near_000074","clean_near","74","photo-0044","0358.png","clean_near_000074.png","dataset_images/clean_near/clean_near_000074.png","530336258028877aed5fc16dc61944317c302ae20b6ad46ab0c0db0a026532b8","1569","1598","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.017, ""dust"": 0.0234, ""fold"": 0.084, ""missing_region"": 0.042, ""mold"": 0.0659, ""scratch"": 0.0266, ""stain"": 0.0725, ""tear"": 0.1425}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","530336258028877aed5fc16dc61944317c302ae20b6ad46ab0c0db0a026532b8","2042926","png"
"330","clean_near_000075","clean_near","75","photo-0045","0359.png","clean_near_000075.png","dataset_images/clean_near/clean_near_000075.png","df1608c7fec2440fc307b8e0a9441fa114e9eab0aeccc08fe65ded2d96a72954","1581","1577","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0087, ""dust"": 0.0285, ""fold"": 0.0808, ""missing_region"": 0.0551, ""mold"": 0.1126, ""scratch"": 0.0316, ""stain"": 0.1284, ""tear"": 0.0917}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","df1608c7fec2440fc307b8e0a9441fa114e9eab0aeccc08fe65ded2d96a72954","1793486","png"
"333","clean_near_000076","clean_near","76","photo-0048","0362.png","clean_near_000076.png","dataset_images/clean_near/clean_near_000076.png","db6db493ecd064017d28ad7390f7be3ad80d9a1ac2310e3548d12f3c5a8dfdc1","1577","1569","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0127, ""dust"": 0.0349, ""fold"": 0.1157, ""missing_region"": 0.0621, ""mold"": 0.0774, ""scratch"": 0.0322, ""stain"": 0.0976, ""tear"": 0.079}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","db6db493ecd064017d28ad7390f7be3ad80d9a1ac2310e3548d12f3c5a8dfdc1","1992010","png"
"335","clean_near_000077","clean_near","77","photo-0050","0364.png","clean_near_000077.png","dataset_images/clean_near/clean_near_000077.png","26cf0b888fc61fbf69a2ae2d15d6c1182e3e29b25131a350e8c98a9ae71bc7c7","1606","1577","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0098, ""dust"": 0.0212, ""fold"": 0.0626, ""missing_region"": 0.0482, ""mold"": 0.054, ""scratch"": 0.0211, ""stain"": 0.0762, ""tear"": 0.0613}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26cf0b888fc61fbf69a2ae2d15d6c1182e3e29b25131a350e8c98a9ae71bc7c7","1957909","png"
"337","clean_near_000078","clean_near","78","photo-0052","0366.png","clean_near_000078.png","dataset_images/clean_near/clean_near_000078.png","e3ce915b1e5fccd730c013a42d86b0b2710f145689ede11f6e7fc8a0fdb23932","1573","1565","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0262, ""dust"": 0.0354, ""fold"": 0.0485, ""missing_region"": 0.0447, ""mold"": 0.0503, ""scratch"": 0.0308, ""stain"": 0.0883, ""tear"": 0.0686}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","e3ce915b1e5fccd730c013a42d86b0b2710f145689ede11f6e7fc8a0fdb23932","1727514","png"
"338","clean_near_000079","clean_near","79","photo-0053","0367.png","clean_near_000079.png","dataset_images/clean_near/clean_near_000079.png","1ae78977c2ec27d41e16c91381ac4ea5c4806f3db910ed09fadbf411d97ac8bd","1581","1568","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0113, ""dust"": 0.0263, ""fold"": 0.0723, ""missing_region"": 0.039, ""mold"": 0.0881, ""scratch"": 0.0271, ""stain"": 0.0854, ""tear"": 0.05}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1ae78977c2ec27d41e16c91381ac4ea5c4806f3db910ed09fadbf411d97ac8bd","1832505","png"
"343","clean_near_000080","clean_near","80","photo-0058","0372.png","clean_near_000080.png","dataset_images/clean_near/clean_near_000080.png","1a086b53bfd50492d25d404b2717f01e5e5821692684360bc11a09309d07bc7e","1547","1548","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0101, ""dust"": 0.0192, ""fold"": 0.0817, ""missing_region"": 0.0568, ""mold"": 0.0965, ""scratch"": 0.0234, ""stain"": 0.1317, ""tear"": 0.1509}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1a086b53bfd50492d25d404b2717f01e5e5821692684360bc11a09309d07bc7e","1895395","png"
"344","clean_near_000081","clean_near","81","photo-0059","0373.png","clean_near_000081.png","dataset_images/clean_near/clean_near_000081.png","b6f90bf2107570b65471f3c0c6a22cea01ef79e3a66ccc27ef8858dc600d43f6","1564","1548","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0305, ""dust"": 0.0312, ""fold"": 0.0565, ""missing_region"": 0.0442, ""mold"": 0.0506, ""scratch"": 0.0306, ""stain"": 0.0645, ""tear"": 0.0699}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6f90bf2107570b65471f3c0c6a22cea01ef79e3a66ccc27ef8858dc600d43f6","1496925","png"
"346","clean_near_000082","clean_near","82","photo-0061","0375.png","clean_near_000082.png","dataset_images/clean_near/clean_near_000082.png","85f5aa8a3d3292ba75ecb668575243fb124b22dbb0a8c3ff1f1ee5ef12b74598","1682","1577","outdoor_scene","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0039, ""dust"": 0.0111, ""fold"": 0.0234, ""missing_region"": 0.032, ""mold"": 0.0604, ""scratch"": 0.0145, ""stain"": 0.0712, ""tear"": 0.0722}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85f5aa8a3d3292ba75ecb668575243fb124b22dbb0a8c3ff1f1ee5ef12b74598","1841846","png"
"347","clean_near_000083","clean_near","83","photo-0062","0376.png","clean_near_000083.png","dataset_images/clean_near/clean_near_000083.png","d0b70c224e7d70421023068344e7c369dd2480803c4d9c3b00e3e6acaa08f377","1573","1560","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0049, ""dust"": 0.0146, ""fold"": 0.0411, ""missing_region"": 0.0286, ""mold"": 0.0615, ""scratch"": 0.022, ""stain"": 0.0461, ""tear"": 0.046}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","d0b70c224e7d70421023068344e7c369dd2480803c4d9c3b00e3e6acaa08f377","1601329","png"
"349","clean_near_000084","clean_near","84","photo-0064","0378.png","clean_near_000084.png","dataset_images/clean_near/clean_near_000084.png","30ba0596a051d5028984fcb3fa9ea09d87c173f32d75bc023f4e3c8762aebdb6","1602","1568","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0093, ""dust"": 0.0275, ""fold"": 0.0565, ""missing_region"": 0.0421, ""mold"": 0.0829, ""scratch"": 0.03, ""stain"": 0.0845, ""tear"": 0.0744}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30ba0596a051d5028984fcb3fa9ea09d87c173f32d75bc023f4e3c8762aebdb6","1720963","png"
"350","clean_near_000085","clean_near","85","photo-0065","0379.png","clean_near_000085.png","dataset_images/clean_near/clean_near_000085.png","648101baddfd2563be456ad4924ff90ecf3c6ad1b8e293305ea1c71257d026ee","1631","1573","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0094, ""dust"": 0.0287, ""fold"": 0.1085, ""missing_region"": 0.0688, ""mold"": 0.1041, ""scratch"": 0.0347, ""stain"": 0.1153, ""tear"": 0.0791}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","648101baddfd2563be456ad4924ff90ecf3c6ad1b8e293305ea1c71257d026ee","2035101","png"
"351","clean_near_000086","clean_near","86","photo-0066","0380.png","clean_near_000086.png","dataset_images/clean_near/clean_near_000086.png","1d437b423c1a71bf0c0786edb85ba546da3c71e21d771029a8f928f2c1828c39","1573","1560","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0231, ""dust"": 0.0296, ""fold"": 0.0589, ""missing_region"": 0.0434, ""mold"": 0.1024, ""scratch"": 0.027, ""stain"": 0.0778, ""tear"": 0.0747}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1d437b423c1a71bf0c0786edb85ba546da3c71e21d771029a8f928f2c1828c39","1736612","png"
"352","clean_near_000087","clean_near","87","photo-0067","0381.png","clean_near_000087.png","dataset_images/clean_near/clean_near_000087.png","4e00dd1ebd07e83eda1e5e45e6c8bd44c2d6d73950d8ffc85303b35216e0abb2","1581","1556","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0117, ""dust"": 0.014, ""fold"": 0.0266, ""missing_region"": 0.0283, ""mold"": 0.0367, ""scratch"": 0.024, ""stain"": 0.0481, ""tear"": 0.0393}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4e00dd1ebd07e83eda1e5e45e6c8bd44c2d6d73950d8ffc85303b35216e0abb2","1740436","png"
"354","clean_near_000088","clean_near","88","photo-0069","0383.png","clean_near_000088.png","dataset_images/clean_near/clean_near_000088.png","17a87377de59522f7bac9bd6f3d21c1cf1f23e468d571d4aa696b07cf24e83e6","1576","1615","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0122, ""dust"": 0.0349, ""fold"": 0.0615, ""missing_region"": 0.049, ""mold"": 0.0592, ""scratch"": 0.0233, ""stain"": 0.0904, ""tear"": 0.0521}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17a87377de59522f7bac9bd6f3d21c1cf1f23e468d571d4aa696b07cf24e83e6","1984758","png"
"355","clean_near_000089","clean_near","89","photo-0070","0384.png","clean_near_000089.png","dataset_images/clean_near/clean_near_000089.png","f22fee080c9ebe1145296766b832572eed1c817070c1cd86a36ea6c8525330f6","1652","1573","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.007, ""dust"": 0.0275, ""fold"": 0.0747, ""missing_region"": 0.0649, ""mold"": 0.0801, ""scratch"": 0.0246, ""stain"": 0.1021, ""tear"": 0.0699}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","f22fee080c9ebe1145296766b832572eed1c817070c1cd86a36ea6c8525330f6","1698208","png"
"356","clean_near_000090","clean_near","90","photo-0071","0385.png","clean_near_000090.png","dataset_images/clean_near/clean_near_000090.png","7308b39fa37048e79972201a941a4d52f29383f5917ed4b69a72c50b57e1a8ec","1606","1573","single_portrait","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.006, ""dust"": 0.026, ""fold"": 0.0698, ""missing_region"": 0.0562, ""mold"": 0.1197, ""scratch"": 0.0271, ""stain"": 0.1055, ""tear"": 0.0688}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7308b39fa37048e79972201a941a4d52f29383f5917ed4b69a72c50b57e1a8ec","1788497","png"
"357","clean_near_000091","clean_near","91","photo-0072","0386.png","clean_near_000091.png","dataset_images/clean_near/clean_near_000091.png","d9b2a22eb047f6db726330a75b521622d65837822cd457b8bf2fbc93ee6c0e99","1614","1569","single_portrait","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0156, ""dust"": 0.0262, ""fold"": 0.0584, ""missing_region"": 0.054, ""mold"": 0.0856, ""scratch"": 0.0264, ""stain"": 0.0752, ""tear"": 0.1022}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","d9b2a22eb047f6db726330a75b521622d65837822cd457b8bf2fbc93ee6c0e99","1658315","png"
"359","clean_near_000092","clean_near","92","photo-0074","0388.png","clean_near_000092.png","dataset_images/clean_near/clean_near_000092.png","4b25d2cef319884a45eab6872d8e83a557309f1938e0e967dd1b7dc165b23097","1585","1565","single_portrait","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0143, ""dust"": 0.0309, ""fold"": 0.0638, ""missing_region"": 0.029, ""mold"": 0.075, ""scratch"": 0.0252, ""stain"": 0.0765, ""tear"": 0.0633}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4b25d2cef319884a45eab6872d8e83a557309f1938e0e967dd1b7dc165b23097","1536435","png"
"361","clean_near_000093","clean_near","93","photo-0076","0390.png","clean_near_000093.png","dataset_images/clean_near/clean_near_000093.png","4b7465d0087df977f77556e5833abaab3799a0872c34b1c31c4bf44eb2dc9751","1548","1552","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0214, ""dust"": 0.0243, ""fold"": 0.0454, ""missing_region"": 0.0268, ""mold"": 0.037, ""scratch"": 0.0239, ""stain"": 0.0623, ""tear"": 0.0771}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4b7465d0087df977f77556e5833abaab3799a0872c34b1c31c4bf44eb2dc9751","1461229","png"
"362","clean_near_000094","clean_near","94","photo-0077","0391.png","clean_near_000094.png","dataset_images/clean_near/clean_near_000094.png","eb857489bf1e9818405c20dfdc34a39918ce1262f761922a4a6485b2da1f84c1","1594","1544","indoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0118, ""dust"": 0.0151, ""fold"": 0.0346, ""missing_region"": 0.023, ""mold"": 0.0308, ""scratch"": 0.0159, ""stain"": 0.0306, ""tear"": 0.048}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eb857489bf1e9818405c20dfdc34a39918ce1262f761922a4a6485b2da1f84c1","1539969","png"
"364","clean_near_000095","clean_near","95","photo-0079","0393.png","clean_near_000095.png","dataset_images/clean_near/clean_near_000095.png","96abbfe2f857c4afa0333001f2bdbdbfb3cd7127a277e4a6ac830c044e231149","1581","1548","single_portrait","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0179, ""dust"": 0.0321, ""fold"": 0.0892, ""missing_region"": 0.0387, ""mold"": 0.0762, ""scratch"": 0.0313, ""stain"": 0.1252, ""tear"": 0.1262}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96abbfe2f857c4afa0333001f2bdbdbfb3cd7127a277e4a6ac830c044e231149","1380391","png"
"365","clean_near_000096","clean_near","96","photo-0080","0394.png","clean_near_000096.png","dataset_images/clean_near/clean_near_000096.png","acce593226e2945184eefb971b4310a573617c0b29a44ea67fa3be8e62f054a9","1610","1610","single_portrait","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0228, ""dust"": 0.0228, ""fold"": 0.0667, ""missing_region"": 0.028, ""mold"": 0.0353, ""scratch"": 0.0237, ""stain"": 0.0617, ""tear"": 0.042}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","acce593226e2945184eefb971b4310a573617c0b29a44ea67fa3be8e62f054a9","1581610","png"
"366","clean_near_000097","clean_near","97","photo-0081","0395.png","clean_near_000097.png","dataset_images/clean_near/clean_near_000097.png","0218398a6c6b1686810cf1ec248e530c9937446024dc4655992839f79603c05f","1594","1615","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0238, ""dust"": 0.0243, ""fold"": 0.0686, ""missing_region"": 0.0318, ""mold"": 0.0438, ""scratch"": 0.0224, ""stain"": 0.0631, ""tear"": 0.085}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0218398a6c6b1686810cf1ec248e530c9937446024dc4655992839f79603c05f","1539591","png"
"367","clean_near_000098","clean_near","98","photo-0082","0396.png","clean_near_000098.png","dataset_images/clean_near/clean_near_000098.png","7045bd8b2e6784939dc228ee6bafbf21786fdfbdc3d4559b810f95d9709f8c9b","1586","1502","indoor_scene","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0133, ""dust"": 0.0229, ""fold"": 0.0623, ""missing_region"": 0.0401, ""mold"": 0.0509, ""scratch"": 0.021, ""stain"": 0.0631, ""tear"": 0.0581}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7045bd8b2e6784939dc228ee6bafbf21786fdfbdc3d4559b810f95d9709f8c9b","1619385","png"
