"dataset_seq","dataset_id","dataset_class","class_seq","source_id","original_filename","export_filename","export_path","source_sha256","width","height","content_type","color_mode","quality_label","split","dataset_kind","provider","source_url","license","rights_url","damage_label_list","damage_label_count","damage_label_method","texture_match_label_list","texture_match_scores","texture_match_files","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","export_sha256","file_size_bytes","actual_format"
"317","clean_near_000067","clean_near","67","photo-0032","0346.png","clean_near_000067.png","dataset_images/clean_near/clean_near_000067.png","3042d52a928c6697b9bf73153ae2ccb8b78071997da19a5db02119639eb1d27a","1560","1568","single_portrait","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0169, ""dust"": 0.03, ""fold"": 0.1252, ""missing_region"": 0.0673, ""mold"": 0.118, ""scratch"": 0.0282, ""stain"": 0.1082, ""tear"": 0.0944}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3042d52a928c6697b9bf73153ae2ccb8b78071997da19a5db02119639eb1d27a","1849644","png"
"318","damaged_obvious_000251","damaged_obvious","251","photo-0033","0347.png","damaged_obvious_000251.png","dataset_images/damaged_obvious/damaged_obvious_000251.png","5afca90fca49009f3884ec495373dfa091a0e24fe6632aa7c53360de4aa6d4f6","1552","1569","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0186, ""dust"": 0.0221, ""fold"": 0.0211, ""missing_region"": 0.017, ""mold"": 0.0218, ""scratch"": 0.0222, ""stain"": 0.0333, ""tear"": 0.0303}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","5afca90fca49009f3884ec495373dfa091a0e24fe6632aa7c53360de4aa6d4f6","1890578","png"
"319","damaged_obvious_000252","damaged_obvious","252","photo-0034","0348.png","damaged_obvious_000252.png","dataset_images/damaged_obvious/damaged_obvious_000252.png","0aee70c8e7f0faf04b09778e21b91658aaf47a4ea56b98dc086a2d800c193809","1586","1573","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0032, ""dust"": 0.0112, ""fold"": 0.0463, ""missing_region"": 0.0288, ""mold"": 0.0885, ""scratch"": 0.0231, ""stain"": 0.0738, ""tear"": 0.0808}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0aee70c8e7f0faf04b09778e21b91658aaf47a4ea56b98dc086a2d800c193809","1870997","png"
"320","damaged_obvious_000253","damaged_obvious","253","photo-0035","0349.png","damaged_obvious_000253.png","dataset_images/damaged_obvious/damaged_obvious_000253.png","8c878d48a206e9768c99de5b37e5fc71e64104f99346950b73bb2fad1e2e4806","1586","1581","single_portrait","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0049, ""dust"": 0.0253, ""fold"": 0.0546, ""missing_region"": 0.0512, ""mold"": 0.121, ""scratch"": 0.0209, ""stain"": 0.1107, ""tear"": 0.0759}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8c878d48a206e9768c99de5b37e5fc71e64104f99346950b73bb2fad1e2e4806","2001867","png"
"321","damaged_obvious_000254","damaged_obvious","254","photo-0036","0350.png","damaged_obvious_000254.png","dataset_images/damaged_obvious/damaged_obvious_000254.png","c41a981e54df57d9f97029b54abeab8bd9fd58ca35c03184352a187730530c94","1581","1564","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0048, ""dust"": 0.0081, ""fold"": 0.0368, ""missing_region"": 0.0144, ""mold"": 0.016, ""scratch"": 0.0094, ""stain"": 0.0282, ""tear"": 0.0479}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","c41a981e54df57d9f97029b54abeab8bd9fd58ca35c03184352a187730530c94","1947311","png"
"322","clean_near_000068","clean_near","68","photo-0037","0351.png","clean_near_000068.png","dataset_images/clean_near/clean_near_000068.png","92ed5c86d29ed14f230af3284e2aca873b7c4018ee853e66592046a3acc3ffdb","1594","1460","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0065, ""dust"": 0.0202, ""fold"": 0.0538, ""missing_region"": 0.0396, ""mold"": 0.0789, ""scratch"": 0.0194, ""stain"": 0.0643, ""tear"": 0.069}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92ed5c86d29ed14f230af3284e2aca873b7c4018ee853e66592046a3acc3ffdb","1564208","png"
"323","clean_near_000069","clean_near","69","photo-0038","0352.png","clean_near_000069.png","dataset_images/clean_near/clean_near_000069.png","001f48f53cd767c6a791e1bf04c8b9f03cb6fed387ec4a1443be7755bd3575ee","1590","1598","outdoor_scene","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0146, ""dust"": 0.0173, ""fold"": 0.0298, ""missing_region"": 0.0258, ""mold"": 0.026, ""scratch"": 0.0238, ""stain"": 0.0467, ""tear"": 0.0353}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","001f48f53cd767c6a791e1bf04c8b9f03cb6fed387ec4a1443be7755bd3575ee","1861135","png"
"324","damaged_obvious_000255","damaged_obvious","255","photo-0039","0353.png","damaged_obvious_000255.png","dataset_images/damaged_obvious/damaged_obvious_000255.png","3720ecaf1b127dce2eeff370e9cc691f167f69edbfc0e299c8b746e14f7d5696","1610","1611","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","fold","1","texture_catalog_match_v1+source_attribute_v1","fold","{""crack"": 0.0098, ""dust"": 0.0402, ""fold"": 0.146, ""missing_region"": 0.07, ""mold"": 0.0879, ""scratch"": 0.031, ""stain"": 0.1104, ""tear"": 0.0944}","{""fold"": [""123.jpg"", ""248.jpg"", ""126.jpg""]}","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3720ecaf1b127dce2eeff370e9cc691f167f69edbfc0e299c8b746e14f7d5696","1895024","png"
"325","clean_near_000070","clean_near","70","photo-0040","0354.png","clean_near_000070.png","dataset_images/clean_near/clean_near_000070.png","975f9169fce90855b417fb6838552bb9ce7098c93917878261d21d2a8dd33713","1594","1593","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0107, ""dust"": 0.0205, ""fold"": 0.0503, ""missing_region"": 0.0434, ""mold"": 0.0532, ""scratch"": 0.0211, ""stain"": 0.0642, ""tear"": 0.0887}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","975f9169fce90855b417fb6838552bb9ce7098c93917878261d21d2a8dd33713","1782702","png"
"326","clean_near_000071","clean_near","71","photo-0041","0355.png","clean_near_000071.png","dataset_images/clean_near/clean_near_000071.png","51947527247994d57336d314dd997f13fd2fde552b171ae86cef25b5f4aa1513","1589","1585","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0087, ""dust"": 0.0234, ""fold"": 0.0751, ""missing_region"": 0.048, ""mold"": 0.0588, ""scratch"": 0.0179, ""stain"": 0.118, ""tear"": 0.0885}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51947527247994d57336d314dd997f13fd2fde552b171ae86cef25b5f4aa1513","1751802","png"
"327","clean_near_000072","clean_near","72","photo-0042","0356.png","clean_near_000072.png","dataset_images/clean_near/clean_near_000072.png","76bbc42a7fbf867ca4ae346b5a0f43b1848602e29bb491dfe823a206a40b1e76","1556","1585","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0117, ""dust"": 0.0227, ""fold"": 0.0338, ""missing_region"": 0.0568, ""mold"": 0.0478, ""scratch"": 0.0188, ""stain"": 0.0672, ""tear"": 0.065}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76bbc42a7fbf867ca4ae346b5a0f43b1848602e29bb491dfe823a206a40b1e76","1818293","png"
"328","clean_near_000073","clean_near","73","photo-0043","0357.png","clean_near_000073.png","dataset_images/clean_near/clean_near_000073.png","3fbddb96b4e28b08b6929cce2d6bc8a017a5c81549f462ea71af451f45b4aecd","1664","1593","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0077, ""dust"": 0.0152, ""fold"": 0.0469, ""missing_region"": 0.0441, ""mold"": 0.0762, ""scratch"": 0.0163, ""stain"": 0.0412, ""tear"": 0.0441}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3fbddb96b4e28b08b6929cce2d6bc8a017a5c81549f462ea71af451f45b4aecd","1749130","png"
"329","clean_near_000074","clean_near","74","photo-0044","0358.png","clean_near_000074.png","dataset_images/clean_near/clean_near_000074.png","530336258028877aed5fc16dc61944317c302ae20b6ad46ab0c0db0a026532b8","1569","1598","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.017, ""dust"": 0.0234, ""fold"": 0.084, ""missing_region"": 0.042, ""mold"": 0.0659, ""scratch"": 0.0266, ""stain"": 0.0725, ""tear"": 0.1425}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","530336258028877aed5fc16dc61944317c302ae20b6ad46ab0c0db0a026532b8","2042926","png"
"330","clean_near_000075","clean_near","75","photo-0045","0359.png","clean_near_000075.png","dataset_images/clean_near/clean_near_000075.png","df1608c7fec2440fc307b8e0a9441fa114e9eab0aeccc08fe65ded2d96a72954","1581","1577","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0087, ""dust"": 0.0285, ""fold"": 0.0808, ""missing_region"": 0.0551, ""mold"": 0.1126, ""scratch"": 0.0316, ""stain"": 0.1284, ""tear"": 0.0917}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","df1608c7fec2440fc307b8e0a9441fa114e9eab0aeccc08fe65ded2d96a72954","1793486","png"
"331","damaged_obvious_000256","damaged_obvious","256","photo-0046","0360.png","damaged_obvious_000256.png","dataset_images/damaged_obvious/damaged_obvious_000256.png","8d6110f415244d7feb0bdca7fc28711f8c81abc5e44dc8d59a302c58ddcb6527","1568","1560","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0038, ""dust"": 0.0223, ""fold"": 0.0568, ""missing_region"": 0.0616, ""mold"": 0.0664, ""scratch"": 0.0267, ""stain"": 0.0497, ""tear"": 0.0776}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8d6110f415244d7feb0bdca7fc28711f8c81abc5e44dc8d59a302c58ddcb6527","1988125","png"
"332","damaged_obvious_000257","damaged_obvious","257","photo-0047","0361.png","damaged_obvious_000257.png","dataset_images/damaged_obvious/damaged_obvious_000257.png","691ea484c8e04f8186a1aac34c97ff73eb4c7e53e39e497e6537a65f08682f7b","1561","1572","other","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0119, ""dust"": 0.0181, ""fold"": 0.0306, ""missing_region"": 0.0264, ""mold"": 0.0429, ""scratch"": 0.0178, ""stain"": 0.0522, ""tear"": 0.0427}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","691ea484c8e04f8186a1aac34c97ff73eb4c7e53e39e497e6537a65f08682f7b","1536033","png"
"333","clean_near_000076","clean_near","76","photo-0048","0362.png","clean_near_000076.png","dataset_images/clean_near/clean_near_000076.png","db6db493ecd064017d28ad7390f7be3ad80d9a1ac2310e3548d12f3c5a8dfdc1","1577","1569","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0127, ""dust"": 0.0349, ""fold"": 0.1157, ""missing_region"": 0.0621, ""mold"": 0.0774, ""scratch"": 0.0322, ""stain"": 0.0976, ""tear"": 0.079}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","db6db493ecd064017d28ad7390f7be3ad80d9a1ac2310e3548d12f3c5a8dfdc1","1992010","png"
"334","damaged_obvious_000258","damaged_obvious","258","photo-0049","0363.png","damaged_obvious_000258.png","dataset_images/damaged_obvious/damaged_obvious_000258.png","596c8fe3d9723b72500aec057bff72fe1384a31f469e7c6d397c278cb3c71f4d","1585","1573","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0035, ""dust"": 0.0096, ""fold"": 0.024, ""missing_region"": 0.0225, ""mold"": 0.0286, ""scratch"": 0.0123, ""stain"": 0.0363, ""tear"": 0.0398}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","596c8fe3d9723b72500aec057bff72fe1384a31f469e7c6d397c278cb3c71f4d","2107356","png"
"335","clean_near_000077","clean_near","77","photo-0050","0364.png","clean_near_000077.png","dataset_images/clean_near/clean_near_000077.png","26cf0b888fc61fbf69a2ae2d15d6c1182e3e29b25131a350e8c98a9ae71bc7c7","1606","1577","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0098, ""dust"": 0.0212, ""fold"": 0.0626, ""missing_region"": 0.0482, ""mold"": 0.054, ""scratch"": 0.0211, ""stain"": 0.0762, ""tear"": 0.0613}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26cf0b888fc61fbf69a2ae2d15d6c1182e3e29b25131a350e8c98a9ae71bc7c7","1957909","png"
"336","damaged_obvious_000259","damaged_obvious","259","photo-0051","0365.png","damaged_obvious_000259.png","dataset_images/damaged_obvious/damaged_obvious_000259.png","22bfaea85bd171422e2f36401c5d4f98e866853878a4b4c37b7997e4324ce88b","1581","1472","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0069, ""dust"": 0.0178, ""fold"": 0.056, ""missing_region"": 0.0323, ""mold"": 0.0612, ""scratch"": 0.0193, ""stain"": 0.044, ""tear"": 0.0422}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","22bfaea85bd171422e2f36401c5d4f98e866853878a4b4c37b7997e4324ce88b","1736716","png"
"337","clean_near_000078","clean_near","78","photo-0052","0366.png","clean_near_000078.png","dataset_images/clean_near/clean_near_000078.png","e3ce915b1e5fccd730c013a42d86b0b2710f145689ede11f6e7fc8a0fdb23932","1573","1565","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0262, ""dust"": 0.0354, ""fold"": 0.0485, ""missing_region"": 0.0447, ""mold"": 0.0503, ""scratch"": 0.0308, ""stain"": 0.0883, ""tear"": 0.0686}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","e3ce915b1e5fccd730c013a42d86b0b2710f145689ede11f6e7fc8a0fdb23932","1727514","png"
"338","clean_near_000079","clean_near","79","photo-0053","0367.png","clean_near_000079.png","dataset_images/clean_near/clean_near_000079.png","1ae78977c2ec27d41e16c91381ac4ea5c4806f3db910ed09fadbf411d97ac8bd","1581","1568","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0113, ""dust"": 0.0263, ""fold"": 0.0723, ""missing_region"": 0.039, ""mold"": 0.0881, ""scratch"": 0.0271, ""stain"": 0.0854, ""tear"": 0.05}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1ae78977c2ec27d41e16c91381ac4ea5c4806f3db910ed09fadbf411d97ac8bd","1832505","png"
"339","damaged_obvious_000260","damaged_obvious","260","photo-0054","0368.png","damaged_obvious_000260.png","dataset_images/damaged_obvious/damaged_obvious_000260.png","a0f536127a038f1775293f25f20b7edb016e9825cbb4eff4d5a811dd2e9de1e1","1618","1573","outdoor_scene","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0092, ""dust"": 0.0268, ""fold"": 0.0635, ""missing_region"": 0.0691, ""mold"": 0.1172, ""scratch"": 0.0247, ""stain"": 0.1308, ""tear"": 0.1114}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","a0f536127a038f1775293f25f20b7edb016e9825cbb4eff4d5a811dd2e9de1e1","1993640","png"
"340","damaged_obvious_000261","damaged_obvious","261","photo-0055","0369.png","damaged_obvious_000261.png","dataset_images/damaged_obvious/damaged_obvious_000261.png","54a0b82570faa303ecd14d8a6441f4132c5382791e7c8eef40492f221b31fcca","1561","1569","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0016, ""dust"": 0.0039, ""fold"": 0.0435, ""missing_region"": 0.0234, ""mold"": 0.0348, ""scratch"": 0.017, ""stain"": 0.0833, ""tear"": 0.0346}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","54a0b82570faa303ecd14d8a6441f4132c5382791e7c8eef40492f221b31fcca","1901118","png"
"341","damaged_obvious_000262","damaged_obvious","262","photo-0056","0370.png","damaged_obvious_000262.png","dataset_images/damaged_obvious/damaged_obvious_000262.png","6bdc130f9c179d70b8fd977d79b54e5b650465633b731d56773d1a10c5d30990","1576","1573","outdoor_scene","RGB","existing_damage","test","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0149, ""dust"": 0.0254, ""fold"": 0.0492, ""missing_region"": 0.0333, ""mold"": 0.0461, ""scratch"": 0.0268, ""stain"": 0.062, ""tear"": 0.0876}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6bdc130f9c179d70b8fd977d79b54e5b650465633b731d56773d1a10c5d30990","1834624","png"
"342","damaged_obvious_000263","damaged_obvious","263","photo-0057","0371.png","damaged_obvious_000263.png","dataset_images/damaged_obvious/damaged_obvious_000263.png","0c5dbcfb9007039b245f3c8bf740a384b3a494bf38a2e7fd97ae138909cfffb3","1623","1577","single_portrait","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0021, ""dust"": 0.008, ""fold"": 0.0217, ""missing_region"": 0.0376, ""mold"": 0.0354, ""scratch"": 0.0122, ""stain"": 0.0727, ""tear"": 0.0575}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0c5dbcfb9007039b245f3c8bf740a384b3a494bf38a2e7fd97ae138909cfffb3","2118433","png"
"343","clean_near_000080","clean_near","80","photo-0058","0372.png","clean_near_000080.png","dataset_images/clean_near/clean_near_000080.png","1a086b53bfd50492d25d404b2717f01e5e5821692684360bc11a09309d07bc7e","1547","1548","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0101, ""dust"": 0.0192, ""fold"": 0.0817, ""missing_region"": 0.0568, ""mold"": 0.0965, ""scratch"": 0.0234, ""stain"": 0.1317, ""tear"": 0.1509}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1a086b53bfd50492d25d404b2717f01e5e5821692684360bc11a09309d07bc7e","1895395","png"
"344","clean_near_000081","clean_near","81","photo-0059","0373.png","clean_near_000081.png","dataset_images/clean_near/clean_near_000081.png","b6f90bf2107570b65471f3c0c6a22cea01ef79e3a66ccc27ef8858dc600d43f6","1564","1548","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0305, ""dust"": 0.0312, ""fold"": 0.0565, ""missing_region"": 0.0442, ""mold"": 0.0506, ""scratch"": 0.0306, ""stain"": 0.0645, ""tear"": 0.0699}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6f90bf2107570b65471f3c0c6a22cea01ef79e3a66ccc27ef8858dc600d43f6","1496925","png"
"345","damaged_obvious_000264","damaged_obvious","264","photo-0060","0374.png","damaged_obvious_000264.png","dataset_images/damaged_obvious/damaged_obvious_000264.png","2fe7b11aa2ac43e70598963aeb50026195e98731b9d6704a926bf14d830bde24","1564","1573","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0211, ""dust"": 0.0241, ""fold"": 0.0775, ""missing_region"": 0.0348, ""mold"": 0.0859, ""scratch"": 0.03, ""stain"": 0.0758, ""tear"": 0.0781}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2fe7b11aa2ac43e70598963aeb50026195e98731b9d6704a926bf14d830bde24","1498214","png"
"346","clean_near_000082","clean_near","82","photo-0061","0375.png","clean_near_000082.png","dataset_images/clean_near/clean_near_000082.png","85f5aa8a3d3292ba75ecb668575243fb124b22dbb0a8c3ff1f1ee5ef12b74598","1682","1577","outdoor_scene","RGB","existing_damage","validation","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0039, ""dust"": 0.0111, ""fold"": 0.0234, ""missing_region"": 0.032, ""mold"": 0.0604, ""scratch"": 0.0145, ""stain"": 0.0712, ""tear"": 0.0722}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85f5aa8a3d3292ba75ecb668575243fb124b22dbb0a8c3ff1f1ee5ef12b74598","1841846","png"
"347","clean_near_000083","clean_near","83","photo-0062","0376.png","clean_near_000083.png","dataset_images/clean_near/clean_near_000083.png","d0b70c224e7d70421023068344e7c369dd2480803c4d9c3b00e3e6acaa08f377","1573","1560","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0049, ""dust"": 0.0146, ""fold"": 0.0411, ""missing_region"": 0.0286, ""mold"": 0.0615, ""scratch"": 0.022, ""stain"": 0.0461, ""tear"": 0.046}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","d0b70c224e7d70421023068344e7c369dd2480803c4d9c3b00e3e6acaa08f377","1601329","png"
"348","damaged_obvious_000265","damaged_obvious","265","photo-0063","0377.png","damaged_obvious_000265.png","dataset_images/damaged_obvious/damaged_obvious_000265.png","70e2746f9c7994019d702e1826e99a0eb40b1255b0de97127a11209b3f023bed","1581","1565","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0023, ""dust"": 0.0046, ""fold"": 0.0092, ""missing_region"": 0.0186, ""mold"": 0.0085, ""scratch"": 0.0058, ""stain"": 0.0284, ""tear"": 0.0186}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","70e2746f9c7994019d702e1826e99a0eb40b1255b0de97127a11209b3f023bed","1799628","png"
"349","clean_near_000084","clean_near","84","photo-0064","0378.png","clean_near_000084.png","dataset_images/clean_near/clean_near_000084.png","30ba0596a051d5028984fcb3fa9ea09d87c173f32d75bc023f4e3c8762aebdb6","1602","1568","group_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0093, ""dust"": 0.0275, ""fold"": 0.0565, ""missing_region"": 0.0421, ""mold"": 0.0829, ""scratch"": 0.03, ""stain"": 0.0845, ""tear"": 0.0744}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30ba0596a051d5028984fcb3fa9ea09d87c173f32d75bc023f4e3c8762aebdb6","1720963","png"
"350","clean_near_000085","clean_near","85","photo-0065","0379.png","clean_near_000085.png","dataset_images/clean_near/clean_near_000085.png","648101baddfd2563be456ad4924ff90ecf3c6ad1b8e293305ea1c71257d026ee","1631","1573","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0094, ""dust"": 0.0287, ""fold"": 0.1085, ""missing_region"": 0.0688, ""mold"": 0.1041, ""scratch"": 0.0347, ""stain"": 0.1153, ""tear"": 0.0791}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","648101baddfd2563be456ad4924ff90ecf3c6ad1b8e293305ea1c71257d026ee","2035101","png"
"351","clean_near_000086","clean_near","86","photo-0066","0380.png","clean_near_000086.png","dataset_images/clean_near/clean_near_000086.png","1d437b423c1a71bf0c0786edb85ba546da3c71e21d771029a8f928f2c1828c39","1573","1560","single_portrait","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0231, ""dust"": 0.0296, ""fold"": 0.0589, ""missing_region"": 0.0434, ""mold"": 0.1024, ""scratch"": 0.027, ""stain"": 0.0778, ""tear"": 0.0747}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1d437b423c1a71bf0c0786edb85ba546da3c71e21d771029a8f928f2c1828c39","1736612","png"
"352","clean_near_000087","clean_near","87","photo-0067","0381.png","clean_near_000087.png","dataset_images/clean_near/clean_near_000087.png","4e00dd1ebd07e83eda1e5e45e6c8bd44c2d6d73950d8ffc85303b35216e0abb2","1581","1556","outdoor_scene","RGB","existing_damage","train","real_damaged","赫达·莫里逊中国相册（Hedda Morrison）","","","","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0117, ""dust"": 0.014, ""fold"": 0.0266, ""missing_region"": 0.0283, ""mold"": 0.0367, ""scratch"": 0.024, ""stain"": 0.0481, ""tear"": 0.0393}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4e00dd1ebd07e83eda1e5e45e6c8bd44c2d6d73950d8ffc85303b35216e0abb2","1740436","png"
